FID,dec_ssh
vbl_ssh_allreg_dec.45976,0.73000002
vbl_ssh_allreg_dec.45977,0.82999998
vbl_ssh_allreg_dec.45978,0.89999998
vbl_ssh_allreg_dec.45979,0.97000003
vbl_ssh_allreg_dec.45980,1.03999996
vbl_ssh_allreg_dec.45981,1.10000002
vbl_ssh_allreg_dec.45982,1.14999998
vbl_ssh_allreg_dec.45983,1.20000005
vbl_ssh_allreg_dec.45984,1.24000001
vbl_ssh_allreg_dec.45985,1.27999997
vbl_ssh_allreg_dec.45986,1.32000005
vbl_ssh_allreg_dec.45987,1.36000001
vbl_ssh_allreg_dec.45988,1.38999999
vbl_ssh_allreg_dec.45989,1.42999995
vbl_ssh_allreg_dec.45990,1.45000005
vbl_ssh_allreg_dec.45991,1.48000002
vbl_ssh_allreg_dec.45992,1.50999999
vbl_ssh_allreg_dec.45993,1.54999995
vbl_ssh_allreg_dec.45994,1.58000004
vbl_ssh_allreg_dec.45995,1.59000003
vbl_ssh_allreg_dec.45996,1.60000002
vbl_ssh_allreg_dec.45997,1.62
vbl_ssh_allreg_dec.45998,1.63
vbl_ssh_allreg_dec.45999,1.63999999
vbl_ssh_allreg_dec.46000,1.64999998
vbl_ssh_allreg_dec.46001,0.75
vbl_ssh_allreg_dec.46002,0.83999997
vbl_ssh_allreg_dec.46003,0.91000003
vbl_ssh_allreg_dec.46004,0.98000002
vbl_ssh_allreg_dec.46005,1.03999996
vbl_ssh_allreg_dec.46006,1.10000002
vbl_ssh_allreg_dec.46007,1.14999998
vbl_ssh_allreg_dec.46008,1.20000005
vbl_ssh_allreg_dec.46009,1.24000001
vbl_ssh_allreg_dec.46010,1.27999997
vbl_ssh_allreg_dec.46011,1.32000005
vbl_ssh_allreg_dec.46012,1.35000002
vbl_ssh_allreg_dec.46013,1.38999999
vbl_ssh_allreg_dec.46014,1.41999996
vbl_ssh_allreg_dec.46015,1.45000005
vbl_ssh_allreg_dec.46016,1.48000002
vbl_ssh_allreg_dec.46017,1.50999999
vbl_ssh_allreg_dec.46018,1.54999995
vbl_ssh_allreg_dec.46019,1.58000004
vbl_ssh_allreg_dec.46020,1.59000003
vbl_ssh_allreg_dec.46021,1.60000002
vbl_ssh_allreg_dec.46022,1.62
vbl_ssh_allreg_dec.46023,1.63
vbl_ssh_allreg_dec.46024,1.63999999
vbl_ssh_allreg_dec.46025,1.64999998
vbl_ssh_allreg_dec.46026,0.77999997
vbl_ssh_allreg_dec.46027,0.83999997
vbl_ssh_allreg_dec.46028,0.91000003
vbl_ssh_allreg_dec.46029,0.97000003
vbl_ssh_allreg_dec.46030,1.03999996
vbl_ssh_allreg_dec.46031,1.10000002
vbl_ssh_allreg_dec.46032,1.14999998
vbl_ssh_allreg_dec.46033,1.19000006
vbl_ssh_allreg_dec.46034,1.24000001
vbl_ssh_allreg_dec.46035,1.27999997
vbl_ssh_allreg_dec.46036,1.30999994
vbl_ssh_allreg_dec.46037,1.35000002
vbl_ssh_allreg_dec.46038,1.38999999
vbl_ssh_allreg_dec.46039,1.41999996
vbl_ssh_allreg_dec.46040,1.44000006
vbl_ssh_allreg_dec.46041,1.47000003
vbl_ssh_allreg_dec.46042,1.5
vbl_ssh_allreg_dec.46043,1.53999996
vbl_ssh_allreg_dec.46044,1.57000005
vbl_ssh_allreg_dec.46045,1.59000003
vbl_ssh_allreg_dec.46046,1.60000002
vbl_ssh_allreg_dec.46047,1.61000001
vbl_ssh_allreg_dec.46048,1.63
vbl_ssh_allreg_dec.46049,1.63999999
vbl_ssh_allreg_dec.46050,1.64999998
vbl_ssh_allreg_dec.46051,0.77999997
vbl_ssh_allreg_dec.46052,0.83999997
vbl_ssh_allreg_dec.46053,0.89999998
vbl_ssh_allreg_dec.46054,0.95999998
vbl_ssh_allreg_dec.46055,1.02999997
vbl_ssh_allreg_dec.46056,1.09000003
vbl_ssh_allreg_dec.46057,1.13999999
vbl_ssh_allreg_dec.46058,1.19000006
vbl_ssh_allreg_dec.46059,1.23000002
vbl_ssh_allreg_dec.46060,1.26999998
vbl_ssh_allreg_dec.46061,1.30999994
vbl_ssh_allreg_dec.46062,1.35000002
vbl_ssh_allreg_dec.46063,1.38
vbl_ssh_allreg_dec.46064,1.40999997
vbl_ssh_allreg_dec.46065,1.44000006
vbl_ssh_allreg_dec.46066,1.47000003
vbl_ssh_allreg_dec.46067,1.5
vbl_ssh_allreg_dec.46068,1.52999997
vbl_ssh_allreg_dec.46069,1.57000005
vbl_ssh_allreg_dec.46070,1.59000003
vbl_ssh_allreg_dec.46071,1.60000002
vbl_ssh_allreg_dec.46072,1.62
vbl_ssh_allreg_dec.46073,1.63
vbl_ssh_allreg_dec.46074,1.63999999
vbl_ssh_allreg_dec.46075,1.64999998
vbl_ssh_allreg_dec.46076,0.75999999
vbl_ssh_allreg_dec.46077,0.82999998
vbl_ssh_allreg_dec.46078,0.89999998
vbl_ssh_allreg_dec.46079,0.95999998
vbl_ssh_allreg_dec.46080,1.01999998
vbl_ssh_allreg_dec.46081,1.08000004
vbl_ssh_allreg_dec.46082,1.13
vbl_ssh_allreg_dec.46083,1.17999995
vbl_ssh_allreg_dec.46084,1.23000002
vbl_ssh_allreg_dec.46085,1.26999998
vbl_ssh_allreg_dec.46086,1.30999994
vbl_ssh_allreg_dec.46087,1.35000002
vbl_ssh_allreg_dec.46088,1.38
vbl_ssh_allreg_dec.46089,1.40999997
vbl_ssh_allreg_dec.46090,1.44000006
vbl_ssh_allreg_dec.46091,1.46000004
vbl_ssh_allreg_dec.46092,1.49000001
vbl_ssh_allreg_dec.46093,1.51999998
vbl_ssh_allreg_dec.46094,1.55999994
vbl_ssh_allreg_dec.46095,1.59000003
vbl_ssh_allreg_dec.46096,1.60000002
vbl_ssh_allreg_dec.46097,1.61000001
vbl_ssh_allreg_dec.46098,1.62
vbl_ssh_allreg_dec.46099,1.63999999
vbl_ssh_allreg_dec.46100,1.64999998
vbl_ssh_allreg_dec.46101,0.60000002
vbl_ssh_allreg_dec.46102,0.74000001
vbl_ssh_allreg_dec.46103,0.81999999
vbl_ssh_allreg_dec.46104,0.88999999
vbl_ssh_allreg_dec.46105,0.94999999
vbl_ssh_allreg_dec.46106,1.00999999
vbl_ssh_allreg_dec.46107,1.07000005
vbl_ssh_allreg_dec.46108,1.12
vbl_ssh_allreg_dec.46109,1.16999996
vbl_ssh_allreg_dec.46110,1.22000003
vbl_ssh_allreg_dec.46111,1.25999999
vbl_ssh_allreg_dec.46112,1.29999995
vbl_ssh_allreg_dec.46113,1.34000003
vbl_ssh_allreg_dec.46114,1.38
vbl_ssh_allreg_dec.46115,1.40999997
vbl_ssh_allreg_dec.46116,1.42999995
vbl_ssh_allreg_dec.46117,1.46000004
vbl_ssh_allreg_dec.46118,1.48000002
vbl_ssh_allreg_dec.46119,1.50999999
vbl_ssh_allreg_dec.46120,1.54999995
vbl_ssh_allreg_dec.46121,1.58000004
vbl_ssh_allreg_dec.46122,1.60000002
vbl_ssh_allreg_dec.46123,1.61000001
vbl_ssh_allreg_dec.46124,1.62
vbl_ssh_allreg_dec.46125,1.63999999
vbl_ssh_allreg_dec.46126,1.64999998
vbl_ssh_allreg_dec.46127,0.72000003
vbl_ssh_allreg_dec.46128,0.80000001
vbl_ssh_allreg_dec.46129,0.87
vbl_ssh_allreg_dec.46130,0.94
vbl_ssh_allreg_dec.46131,1
vbl_ssh_allreg_dec.46132,1.05999994
vbl_ssh_allreg_dec.46133,1.11000001
vbl_ssh_allreg_dec.46134,1.16999996
vbl_ssh_allreg_dec.46135,1.21000004
vbl_ssh_allreg_dec.46136,1.25
vbl_ssh_allreg_dec.46137,1.29999995
vbl_ssh_allreg_dec.46138,1.34000003
vbl_ssh_allreg_dec.46139,1.37
vbl_ssh_allreg_dec.46140,1.39999998
vbl_ssh_allreg_dec.46141,1.42999995
vbl_ssh_allreg_dec.46142,1.46000004
vbl_ssh_allreg_dec.46143,1.48000002
vbl_ssh_allreg_dec.46144,1.5
vbl_ssh_allreg_dec.46145,1.53999996
vbl_ssh_allreg_dec.46146,1.57000005
vbl_ssh_allreg_dec.46147,1.59000003
vbl_ssh_allreg_dec.46148,1.61000001
vbl_ssh_allreg_dec.46149,1.62
vbl_ssh_allreg_dec.46150,1.63
vbl_ssh_allreg_dec.46151,1.64999998
vbl_ssh_allreg_dec.46152,0.69
vbl_ssh_allreg_dec.46153,0.76999998
vbl_ssh_allreg_dec.46154,0.85000002
vbl_ssh_allreg_dec.46155,0.92000002
vbl_ssh_allreg_dec.46156,0.99000001
vbl_ssh_allreg_dec.46157,1.04999995
vbl_ssh_allreg_dec.46158,1.11000001
vbl_ssh_allreg_dec.46159,1.14999998
vbl_ssh_allreg_dec.46160,1.20000005
vbl_ssh_allreg_dec.46161,1.25
vbl_ssh_allreg_dec.46162,1.28999996
vbl_ssh_allreg_dec.46163,1.33000004
vbl_ssh_allreg_dec.46164,1.37
vbl_ssh_allreg_dec.46165,1.39999998
vbl_ssh_allreg_dec.46166,1.42999995
vbl_ssh_allreg_dec.46167,1.45000005
vbl_ssh_allreg_dec.46168,1.47000003
vbl_ssh_allreg_dec.46169,1.5
vbl_ssh_allreg_dec.46170,1.51999998
vbl_ssh_allreg_dec.46171,1.55999994
vbl_ssh_allreg_dec.46172,1.59000003
vbl_ssh_allreg_dec.46173,1.60000002
vbl_ssh_allreg_dec.46174,1.62
vbl_ssh_allreg_dec.46175,1.63
vbl_ssh_allreg_dec.46176,1.63999999
vbl_ssh_allreg_dec.46177,1.64999998
vbl_ssh_allreg_dec.46178,0.75
vbl_ssh_allreg_dec.46179,0.82999998
vbl_ssh_allreg_dec.46180,0.89999998
vbl_ssh_allreg_dec.46181,0.97000003
vbl_ssh_allreg_dec.46182,1.03999996
vbl_ssh_allreg_dec.46183,1.09000003
vbl_ssh_allreg_dec.46184,1.13999999
vbl_ssh_allreg_dec.46185,1.19000006
vbl_ssh_allreg_dec.46186,1.24000001
vbl_ssh_allreg_dec.46187,1.28999996
vbl_ssh_allreg_dec.46188,1.25
vbl_ssh_allreg_dec.46189,1.33000004
vbl_ssh_allreg_dec.46190,1.36000001
vbl_ssh_allreg_dec.46191,1.38999999
vbl_ssh_allreg_dec.46192,1.41999996
vbl_ssh_allreg_dec.46193,1.45000005
vbl_ssh_allreg_dec.46194,1.47000003
vbl_ssh_allreg_dec.46195,1.49000001
vbl_ssh_allreg_dec.46196,1.50999999
vbl_ssh_allreg_dec.46197,1.54999995
vbl_ssh_allreg_dec.46198,1.58000004
vbl_ssh_allreg_dec.46199,1.60000002
vbl_ssh_allreg_dec.46200,1.61000001
vbl_ssh_allreg_dec.46201,1.62
vbl_ssh_allreg_dec.46202,1.63
vbl_ssh_allreg_dec.46203,1.64999998
vbl_ssh_allreg_dec.46204,1.65999997
vbl_ssh_allreg_dec.46205,1.66999996
vbl_ssh_allreg_dec.46206,0.72000003
vbl_ssh_allreg_dec.46207,0.80000001
vbl_ssh_allreg_dec.46208,0.88
vbl_ssh_allreg_dec.46209,0.94999999
vbl_ssh_allreg_dec.46210,1.01999998
vbl_ssh_allreg_dec.46211,1.08000004
vbl_ssh_allreg_dec.46212,1.13
vbl_ssh_allreg_dec.46213,1.17999995
vbl_ssh_allreg_dec.46214,1.23000002
vbl_ssh_allreg_dec.46215,1.26999998
vbl_ssh_allreg_dec.46216,1.32000005
vbl_ssh_allreg_dec.46217,1.36000001
vbl_ssh_allreg_dec.46218,1.38999999
vbl_ssh_allreg_dec.46219,1.41999996
vbl_ssh_allreg_dec.46220,1.44000006
vbl_ssh_allreg_dec.46221,1.46000004
vbl_ssh_allreg_dec.46222,1.48000002
vbl_ssh_allreg_dec.46223,1.5
vbl_ssh_allreg_dec.46224,1.52999997
vbl_ssh_allreg_dec.46225,1.57000005
vbl_ssh_allreg_dec.46226,1.59000003
vbl_ssh_allreg_dec.46227,1.61000001
vbl_ssh_allreg_dec.46228,1.62
vbl_ssh_allreg_dec.46229,1.63
vbl_ssh_allreg_dec.46230,1.63999999
vbl_ssh_allreg_dec.46231,1.65999997
vbl_ssh_allreg_dec.46232,1.66999996
vbl_ssh_allreg_dec.46233,1.67999995
vbl_ssh_allreg_dec.46234,0.69999999
vbl_ssh_allreg_dec.46235,0.77999997
vbl_ssh_allreg_dec.46236,0.86000001
vbl_ssh_allreg_dec.46237,0.94
vbl_ssh_allreg_dec.46238,1
vbl_ssh_allreg_dec.46239,1.05999994
vbl_ssh_allreg_dec.46240,1.12
vbl_ssh_allreg_dec.46241,1.16999996
vbl_ssh_allreg_dec.46242,1.22000003
vbl_ssh_allreg_dec.46243,1.25999999
vbl_ssh_allreg_dec.46244,1.29999995
vbl_ssh_allreg_dec.46245,1.34000003
vbl_ssh_allreg_dec.46246,1.38
vbl_ssh_allreg_dec.46247,1.40999997
vbl_ssh_allreg_dec.46248,1.42999995
vbl_ssh_allreg_dec.46249,1.46000004
vbl_ssh_allreg_dec.46250,1.48000002
vbl_ssh_allreg_dec.46251,1.5
vbl_ssh_allreg_dec.46252,1.51999998
vbl_ssh_allreg_dec.46253,1.54999995
vbl_ssh_allreg_dec.46254,1.59000003
vbl_ssh_allreg_dec.46255,1.60000002
vbl_ssh_allreg_dec.46256,1.62
vbl_ssh_allreg_dec.46257,1.63
vbl_ssh_allreg_dec.46258,1.63999999
vbl_ssh_allreg_dec.46259,1.64999998
vbl_ssh_allreg_dec.46260,1.65999997
vbl_ssh_allreg_dec.46261,1.67999995
vbl_ssh_allreg_dec.46262,1.69000006
vbl_ssh_allreg_dec.46263,0.66000003
vbl_ssh_allreg_dec.46264,0.75
vbl_ssh_allreg_dec.46265,0.83999997
vbl_ssh_allreg_dec.46266,0.91000003
vbl_ssh_allreg_dec.46267,0.98000002
vbl_ssh_allreg_dec.46268,1.04999995
vbl_ssh_allreg_dec.46269,1.10000002
vbl_ssh_allreg_dec.46270,1.15999997
vbl_ssh_allreg_dec.46271,1.20000005
vbl_ssh_allreg_dec.46272,1.25
vbl_ssh_allreg_dec.46273,1.28999996
vbl_ssh_allreg_dec.46274,1.33000004
vbl_ssh_allreg_dec.46275,1.36000001
vbl_ssh_allreg_dec.46276,1.38999999
vbl_ssh_allreg_dec.46277,1.41999996
vbl_ssh_allreg_dec.46278,1.45000005
vbl_ssh_allreg_dec.46279,1.47000003
vbl_ssh_allreg_dec.46280,1.49000001
vbl_ssh_allreg_dec.46281,1.50999999
vbl_ssh_allreg_dec.46282,1.53999996
vbl_ssh_allreg_dec.46283,1.57000005
vbl_ssh_allreg_dec.46284,1.60000002
vbl_ssh_allreg_dec.46285,1.61000001
vbl_ssh_allreg_dec.46286,1.62
vbl_ssh_allreg_dec.46287,1.63999999
vbl_ssh_allreg_dec.46288,1.64999998
vbl_ssh_allreg_dec.46289,1.65999997
vbl_ssh_allreg_dec.46290,1.66999996
vbl_ssh_allreg_dec.46291,1.67999995
vbl_ssh_allreg_dec.46292,1.70000005
vbl_ssh_allreg_dec.46293,0.72000003
vbl_ssh_allreg_dec.46294,0.80000001
vbl_ssh_allreg_dec.46295,0.88
vbl_ssh_allreg_dec.46296,0.95999998
vbl_ssh_allreg_dec.46297,1.01999998
vbl_ssh_allreg_dec.46298,1.08000004
vbl_ssh_allreg_dec.46299,1.13
vbl_ssh_allreg_dec.46300,1.17999995
vbl_ssh_allreg_dec.46301,1.23000002
vbl_ssh_allreg_dec.46302,1.26999998
vbl_ssh_allreg_dec.46303,1.30999994
vbl_ssh_allreg_dec.46304,1.35000002
vbl_ssh_allreg_dec.46305,1.38
vbl_ssh_allreg_dec.46306,1.40999997
vbl_ssh_allreg_dec.46307,1.42999995
vbl_ssh_allreg_dec.46308,1.46000004
vbl_ssh_allreg_dec.46309,1.48000002
vbl_ssh_allreg_dec.46310,1.50999999
vbl_ssh_allreg_dec.46311,1.52999997
vbl_ssh_allreg_dec.46312,1.55999994
vbl_ssh_allreg_dec.46313,1.59000003
vbl_ssh_allreg_dec.46314,1.61000001
vbl_ssh_allreg_dec.46315,1.62
vbl_ssh_allreg_dec.46316,1.63
vbl_ssh_allreg_dec.46317,1.63999999
vbl_ssh_allreg_dec.46318,1.64999998
vbl_ssh_allreg_dec.46319,1.66999996
vbl_ssh_allreg_dec.46320,1.67999995
vbl_ssh_allreg_dec.46321,1.69000006
vbl_ssh_allreg_dec.46322,1.70000005
vbl_ssh_allreg_dec.46323,0.68000001
vbl_ssh_allreg_dec.46324,0.77999997
vbl_ssh_allreg_dec.46325,0.86000001
vbl_ssh_allreg_dec.46326,0.93000001
vbl_ssh_allreg_dec.46327,0.99000001
vbl_ssh_allreg_dec.46328,1.04999995
vbl_ssh_allreg_dec.46329,1.11000001
vbl_ssh_allreg_dec.46330,1.15999997
vbl_ssh_allreg_dec.46331,1.20000005
vbl_ssh_allreg_dec.46332,1.25
vbl_ssh_allreg_dec.46333,1.28999996
vbl_ssh_allreg_dec.46334,1.33000004
vbl_ssh_allreg_dec.46335,1.36000001
vbl_ssh_allreg_dec.46336,1.38999999
vbl_ssh_allreg_dec.46337,1.41999996
vbl_ssh_allreg_dec.46338,1.45000005
vbl_ssh_allreg_dec.46339,1.48000002
vbl_ssh_allreg_dec.46340,1.5
vbl_ssh_allreg_dec.46341,1.51999998
vbl_ssh_allreg_dec.46342,1.53999996
vbl_ssh_allreg_dec.46343,1.57000005
vbl_ssh_allreg_dec.46344,1.60000002
vbl_ssh_allreg_dec.46345,1.61000001
vbl_ssh_allreg_dec.46346,1.63
vbl_ssh_allreg_dec.46347,1.63999999
vbl_ssh_allreg_dec.46348,1.64999998
vbl_ssh_allreg_dec.46349,1.65999997
vbl_ssh_allreg_dec.46350,1.66999996
vbl_ssh_allreg_dec.46351,1.67999995
vbl_ssh_allreg_dec.46352,1.70000005
vbl_ssh_allreg_dec.46353,1.71000004
vbl_ssh_allreg_dec.46354,1.72000003
vbl_ssh_allreg_dec.46355,0.74000001
vbl_ssh_allreg_dec.46356,0.82999998
vbl_ssh_allreg_dec.46357,0.89999998
vbl_ssh_allreg_dec.46358,0.95999998
vbl_ssh_allreg_dec.46359,1.01999998
vbl_ssh_allreg_dec.46360,1.08000004
vbl_ssh_allreg_dec.46361,1.13
vbl_ssh_allreg_dec.46362,1.17999995
vbl_ssh_allreg_dec.46363,1.23000002
vbl_ssh_allreg_dec.46364,1.27999997
vbl_ssh_allreg_dec.46365,1.30999994
vbl_ssh_allreg_dec.46366,1.35000002
vbl_ssh_allreg_dec.46367,1.38
vbl_ssh_allreg_dec.46368,1.40999997
vbl_ssh_allreg_dec.46369,1.44000006
vbl_ssh_allreg_dec.46370,1.47000003
vbl_ssh_allreg_dec.46371,1.49000001
vbl_ssh_allreg_dec.46372,1.50999999
vbl_ssh_allreg_dec.46373,1.52999997
vbl_ssh_allreg_dec.46374,1.55999994
vbl_ssh_allreg_dec.46375,1.59000003
vbl_ssh_allreg_dec.46376,1.61000001
vbl_ssh_allreg_dec.46377,1.62
vbl_ssh_allreg_dec.46378,1.63
vbl_ssh_allreg_dec.46379,1.64999998
vbl_ssh_allreg_dec.46380,1.65999997
vbl_ssh_allreg_dec.46381,1.66999996
vbl_ssh_allreg_dec.46382,1.67999995
vbl_ssh_allreg_dec.46383,1.69000006
vbl_ssh_allreg_dec.46384,1.70000005
vbl_ssh_allreg_dec.46385,1.71000004
vbl_ssh_allreg_dec.46386,1.72000003
vbl_ssh_allreg_dec.46387,0.70999998
vbl_ssh_allreg_dec.46388,0.80000001
vbl_ssh_allreg_dec.46389,0.87
vbl_ssh_allreg_dec.46390,0.94
vbl_ssh_allreg_dec.46391,0.99000001
vbl_ssh_allreg_dec.46392,1.04999995
vbl_ssh_allreg_dec.46393,1.10000002
vbl_ssh_allreg_dec.46394,1.14999998
vbl_ssh_allreg_dec.46395,1.20000005
vbl_ssh_allreg_dec.46396,1.25
vbl_ssh_allreg_dec.46397,1.29999995
vbl_ssh_allreg_dec.46398,1.33000004
vbl_ssh_allreg_dec.46399,1.37
vbl_ssh_allreg_dec.46400,1.39999998
vbl_ssh_allreg_dec.46401,1.41999996
vbl_ssh_allreg_dec.46402,1.45000005
vbl_ssh_allreg_dec.46403,1.48000002
vbl_ssh_allreg_dec.46404,1.5
vbl_ssh_allreg_dec.46405,1.51999998
vbl_ssh_allreg_dec.46406,1.54999995
vbl_ssh_allreg_dec.46407,1.58000004
vbl_ssh_allreg_dec.46408,1.60000002
vbl_ssh_allreg_dec.46409,1.61000001
vbl_ssh_allreg_dec.46410,1.63
vbl_ssh_allreg_dec.46411,1.63999999
vbl_ssh_allreg_dec.46412,1.64999998
vbl_ssh_allreg_dec.46413,1.65999997
vbl_ssh_allreg_dec.46414,1.67999995
vbl_ssh_allreg_dec.46415,1.69000006
vbl_ssh_allreg_dec.46416,1.70000005
vbl_ssh_allreg_dec.46417,1.71000004
vbl_ssh_allreg_dec.46418,1.72000003
vbl_ssh_allreg_dec.46419,1.73000002
vbl_ssh_allreg_dec.46420,0.68000001
vbl_ssh_allreg_dec.46421,0.75999999
vbl_ssh_allreg_dec.46422,0.83999997
vbl_ssh_allreg_dec.46423,0.89999998
vbl_ssh_allreg_dec.46424,0.95999998
vbl_ssh_allreg_dec.46425,1.01999998
vbl_ssh_allreg_dec.46426,1.08000004
vbl_ssh_allreg_dec.46427,1.13
vbl_ssh_allreg_dec.46428,1.17999995
vbl_ssh_allreg_dec.46429,1.23000002
vbl_ssh_allreg_dec.46430,1.26999998
vbl_ssh_allreg_dec.46431,1.30999994
vbl_ssh_allreg_dec.46432,1.35000002
vbl_ssh_allreg_dec.46433,1.38
vbl_ssh_allreg_dec.46434,1.40999997
vbl_ssh_allreg_dec.46435,1.44000006
vbl_ssh_allreg_dec.46436,1.46000004
vbl_ssh_allreg_dec.46437,1.49000001
vbl_ssh_allreg_dec.46438,1.50999999
vbl_ssh_allreg_dec.46439,1.52999997
vbl_ssh_allreg_dec.46440,1.55999994
vbl_ssh_allreg_dec.46441,1.59000003
vbl_ssh_allreg_dec.46442,1.61000001
vbl_ssh_allreg_dec.46443,1.62
vbl_ssh_allreg_dec.46444,1.63
vbl_ssh_allreg_dec.46445,1.64999998
vbl_ssh_allreg_dec.46446,1.65999997
vbl_ssh_allreg_dec.46447,1.66999996
vbl_ssh_allreg_dec.46448,1.67999995
vbl_ssh_allreg_dec.46449,1.69000006
vbl_ssh_allreg_dec.46450,1.70000005
vbl_ssh_allreg_dec.46451,1.72000003
vbl_ssh_allreg_dec.46452,1.73000002
vbl_ssh_allreg_dec.46453,1.74000001
vbl_ssh_allreg_dec.46454,0.72000003
vbl_ssh_allreg_dec.46455,0.80000001
vbl_ssh_allreg_dec.46456,0.87
vbl_ssh_allreg_dec.46457,0.94
vbl_ssh_allreg_dec.46458,0.99000001
vbl_ssh_allreg_dec.46459,1.04999995
vbl_ssh_allreg_dec.46460,1.10000002
vbl_ssh_allreg_dec.46461,1.14999998
vbl_ssh_allreg_dec.46462,1.20000005
vbl_ssh_allreg_dec.46463,1.25
vbl_ssh_allreg_dec.46464,1.28999996
vbl_ssh_allreg_dec.46465,1.33000004
vbl_ssh_allreg_dec.46466,1.36000001
vbl_ssh_allreg_dec.46467,1.38999999
vbl_ssh_allreg_dec.46468,1.41999996
vbl_ssh_allreg_dec.46469,1.45000005
vbl_ssh_allreg_dec.46470,1.47000003
vbl_ssh_allreg_dec.46471,1.5
vbl_ssh_allreg_dec.46472,1.51999998
vbl_ssh_allreg_dec.46473,1.54999995
vbl_ssh_allreg_dec.46474,1.58000004
vbl_ssh_allreg_dec.46475,1.60000002
vbl_ssh_allreg_dec.46476,1.61000001
vbl_ssh_allreg_dec.46477,1.63
vbl_ssh_allreg_dec.46478,1.63999999
vbl_ssh_allreg_dec.46479,1.64999998
vbl_ssh_allreg_dec.46480,1.66999996
vbl_ssh_allreg_dec.46481,1.67999995
vbl_ssh_allreg_dec.46482,1.69000006
vbl_ssh_allreg_dec.46483,1.70000005
vbl_ssh_allreg_dec.46484,1.71000004
vbl_ssh_allreg_dec.46485,1.72000003
vbl_ssh_allreg_dec.46486,1.73000002
vbl_ssh_allreg_dec.46487,1.74000001
vbl_ssh_allreg_dec.46488,1.75
vbl_ssh_allreg_dec.46489,0.68000001
vbl_ssh_allreg_dec.46490,0.75999999
vbl_ssh_allreg_dec.46491,0.83999997
vbl_ssh_allreg_dec.46492,0.89999998
vbl_ssh_allreg_dec.46493,0.95999998
vbl_ssh_allreg_dec.46494,1.01999998
vbl_ssh_allreg_dec.46495,1.07000005
vbl_ssh_allreg_dec.46496,1.12
vbl_ssh_allreg_dec.46497,1.16999996
vbl_ssh_allreg_dec.46498,1.22000003
vbl_ssh_allreg_dec.46499,1.25999999
vbl_ssh_allreg_dec.46500,1.29999995
vbl_ssh_allreg_dec.46501,1.34000003
vbl_ssh_allreg_dec.46502,1.37
vbl_ssh_allreg_dec.46503,1.39999998
vbl_ssh_allreg_dec.46504,1.42999995
vbl_ssh_allreg_dec.46505,1.46000004
vbl_ssh_allreg_dec.46506,1.48000002
vbl_ssh_allreg_dec.46507,1.5
vbl_ssh_allreg_dec.46508,1.52999997
vbl_ssh_allreg_dec.46509,1.55999994
vbl_ssh_allreg_dec.46510,1.59000003
vbl_ssh_allreg_dec.46511,1.60000002
vbl_ssh_allreg_dec.46512,1.62
vbl_ssh_allreg_dec.46513,1.63
vbl_ssh_allreg_dec.46514,1.63999999
vbl_ssh_allreg_dec.46515,1.65999997
vbl_ssh_allreg_dec.46516,1.66999996
vbl_ssh_allreg_dec.46517,1.67999995
vbl_ssh_allreg_dec.46518,1.69000006
vbl_ssh_allreg_dec.46519,1.71000004
vbl_ssh_allreg_dec.46520,1.72000003
vbl_ssh_allreg_dec.46521,1.73000002
vbl_ssh_allreg_dec.46522,1.74000001
vbl_ssh_allreg_dec.46523,1.75
vbl_ssh_allreg_dec.46524,1.75999999
vbl_ssh_allreg_dec.46525,0.72000003
vbl_ssh_allreg_dec.46526,0.80000001
vbl_ssh_allreg_dec.46527,0.86000001
vbl_ssh_allreg_dec.46528,0.92000002
vbl_ssh_allreg_dec.46529,0.98000002
vbl_ssh_allreg_dec.46530,1.03999996
vbl_ssh_allreg_dec.46531,1.09000003
vbl_ssh_allreg_dec.46532,1.13999999
vbl_ssh_allreg_dec.46533,1.19000006
vbl_ssh_allreg_dec.46534,1.23000002
vbl_ssh_allreg_dec.46535,1.26999998
vbl_ssh_allreg_dec.46536,1.30999994
vbl_ssh_allreg_dec.46537,1.34000003
vbl_ssh_allreg_dec.46538,1.38
vbl_ssh_allreg_dec.46539,1.40999997
vbl_ssh_allreg_dec.46540,1.44000006
vbl_ssh_allreg_dec.46541,1.47000003
vbl_ssh_allreg_dec.46542,1.49000001
vbl_ssh_allreg_dec.46543,1.50999999
vbl_ssh_allreg_dec.46544,1.53999996
vbl_ssh_allreg_dec.46545,1.57000005
vbl_ssh_allreg_dec.46546,1.59000003
vbl_ssh_allreg_dec.46547,1.61000001
vbl_ssh_allreg_dec.46548,1.62
vbl_ssh_allreg_dec.46549,1.63999999
vbl_ssh_allreg_dec.46550,1.64999998
vbl_ssh_allreg_dec.46551,1.65999997
vbl_ssh_allreg_dec.46552,1.67999995
vbl_ssh_allreg_dec.46553,1.69000006
vbl_ssh_allreg_dec.46554,1.70000005
vbl_ssh_allreg_dec.46555,1.71000004
vbl_ssh_allreg_dec.46556,1.72000003
vbl_ssh_allreg_dec.46557,1.73000002
vbl_ssh_allreg_dec.46558,1.74000001
vbl_ssh_allreg_dec.46559,1.75
vbl_ssh_allreg_dec.46560,1.75999999
vbl_ssh_allreg_dec.46561,0.67000002
vbl_ssh_allreg_dec.46562,0.75
vbl_ssh_allreg_dec.46563,0.81999999
vbl_ssh_allreg_dec.46564,0.88
vbl_ssh_allreg_dec.46565,0.93000001
