FID,may_ssh
vbl_ssh_allreg_may.61033,1.03999996
vbl_ssh_allreg_may.61034,1.13
vbl_ssh_allreg_may.61035,1.11000001
vbl_ssh_allreg_may.61036,1.26999998
vbl_ssh_allreg_may.61037,1.36000001
vbl_ssh_allreg_may.61038,1.35000002
vbl_ssh_allreg_may.61039,1.36000001
vbl_ssh_allreg_may.61040,1.35000002
vbl_ssh_allreg_may.61041,1.28999996
vbl_ssh_allreg_may.61042,1.29999995
vbl_ssh_allreg_may.61043,1.22000003
vbl_ssh_allreg_may.61044,1.30999994
vbl_ssh_allreg_may.61045,1.33000004
vbl_ssh_allreg_may.61046,1.40999997
vbl_ssh_allreg_may.61047,1.47000003
vbl_ssh_allreg_may.43,2.43000007
vbl_ssh_allreg_may.61048,1.50999999
vbl_ssh_allreg_may.61049,1.52999997
vbl_ssh_allreg_may.61050,1.53999996
vbl_ssh_allreg_may.61051,1.52999997
vbl_ssh_allreg_may.61052,1.51999998
vbl_ssh_allreg_may.61053,1.51999998
vbl_ssh_allreg_may.61054,1.51999998
vbl_ssh_allreg_may.61055,1.50999999
vbl_ssh_allreg_may.61056,1.50999999
vbl_ssh_allreg_may.61057,1.51999998
vbl_ssh_allreg_may.61058,1.58000004
vbl_ssh_allreg_may.61059,1.62
vbl_ssh_allreg_may.61060,1.66999996
vbl_ssh_allreg_may.61061,1.72000003
vbl_ssh_allreg_may.61062,1.75999999
vbl_ssh_allreg_may.61063,1.78999996
vbl_ssh_allreg_may.61064,1.82000005
vbl_ssh_allreg_may.61065,1.84000003
vbl_ssh_allreg_may.61066,1.85000002
vbl_ssh_allreg_may.61067,1.86000001
vbl_ssh_allreg_may.61068,1.88
vbl_ssh_allreg_may.61069,1.88999999
vbl_ssh_allreg_may.61070,1.90999997
vbl_ssh_allreg_may.61071,1.91999996
vbl_ssh_allreg_may.61072,1.92999995
vbl_ssh_allreg_may.61073,1.94000006
vbl_ssh_allreg_may.61074,1.95000005
vbl_ssh_allreg_may.61075,1.95000005
vbl_ssh_allreg_may.61076,1.96000004
vbl_ssh_allreg_may.61077,1.97000003
vbl_ssh_allreg_may.61078,1.97000003
vbl_ssh_allreg_may.61079,1.98000002
vbl_ssh_allreg_may.61080,1.98000002
vbl_ssh_allreg_may.61081,1.99000001
vbl_ssh_allreg_may.44,2.43000007
vbl_ssh_allreg_may.61082,1.99000001
vbl_ssh_allreg_may.61083,0.62
vbl_ssh_allreg_may.61084,0.92000002
vbl_ssh_allreg_may.61085,0.91000003
vbl_ssh_allreg_may.61086,0.81999999
vbl_ssh_allreg_may.61087,1.20000005
vbl_ssh_allreg_may.61088,1.28999996
vbl_ssh_allreg_may.61089,1.30999994
vbl_ssh_allreg_may.61090,1.34000003
vbl_ssh_allreg_may.61091,1.34000003
vbl_ssh_allreg_may.61092,1.30999994
vbl_ssh_allreg_may.61093,1.30999994
vbl_ssh_allreg_may.61094,1.27999997
vbl_ssh_allreg_may.61095,1.33000004
vbl_ssh_allreg_may.61096,1.34000003
vbl_ssh_allreg_may.61097,1.38
vbl_ssh_allreg_may.61098,1.42999995
vbl_ssh_allreg_may.61099,1.47000003
vbl_ssh_allreg_may.61100,1.49000001
vbl_ssh_allreg_may.61101,1.5
vbl_ssh_allreg_may.61102,1.5
vbl_ssh_allreg_may.61103,1.5
vbl_ssh_allreg_may.61104,1.49000001
vbl_ssh_allreg_may.61105,1.47000003
vbl_ssh_allreg_may.61106,1.44000006
vbl_ssh_allreg_may.61107,1.39999998
vbl_ssh_allreg_may.61108,1.28999996
vbl_ssh_allreg_may.61109,1.35000002
vbl_ssh_allreg_may.61110,1.52999997
vbl_ssh_allreg_may.61111,1.60000002
vbl_ssh_allreg_may.61112,1.66999996
vbl_ssh_allreg_may.61113,1.73000002
vbl_ssh_allreg_may.61114,1.76999998
vbl_ssh_allreg_may.61115,1.78999996
vbl_ssh_allreg_may.61116,1.80999994
vbl_ssh_allreg_may.61117,1.82000005
vbl_ssh_allreg_may.61118,1.83000004
vbl_ssh_allreg_may.61119,1.83000004
vbl_ssh_allreg_may.61120,1.85000002
vbl_ssh_allreg_may.61121,1.88
vbl_ssh_allreg_may.61122,1.89999998
vbl_ssh_allreg_may.61123,1.91999996
vbl_ssh_allreg_may.61124,1.92999995
vbl_ssh_allreg_may.61125,1.94000006
vbl_ssh_allreg_may.61126,1.94000006
vbl_ssh_allreg_may.61127,1.95000005
vbl_ssh_allreg_may.61128,1.95000005
vbl_ssh_allreg_may.61129,1.96000004
vbl_ssh_allreg_may.61130,1.97000003
vbl_ssh_allreg_may.61131,1.97000003
vbl_ssh_allreg_may.61132,1.98000002
vbl_ssh_allreg_may.61133,1.98000002
vbl_ssh_allreg_may.61134,0.67000002
vbl_ssh_allreg_may.61135,0.85000002
vbl_ssh_allreg_may.61136,0.88
vbl_ssh_allreg_may.61137,0.81999999
vbl_ssh_allreg_may.61138,1.15999997
vbl_ssh_allreg_may.61139,1.21000004
vbl_ssh_allreg_may.61140,1.25999999
vbl_ssh_allreg_may.61141,1.28999996
vbl_ssh_allreg_may.61142,1.29999995
vbl_ssh_allreg_may.61143,1.29999995
vbl_ssh_allreg_may.61144,1.32000005
vbl_ssh_allreg_may.61145,1.30999994
vbl_ssh_allreg_may.61146,1.34000003
vbl_ssh_allreg_may.61147,1.34000003
vbl_ssh_allreg_may.61148,1.36000001
vbl_ssh_allreg_may.61149,1.39999998
vbl_ssh_allreg_may.61150,1.42999995
vbl_ssh_allreg_may.61151,1.45000005
vbl_ssh_allreg_may.61153,1.47000003
vbl_ssh_allreg_may.61154,1.46000004
vbl_ssh_allreg_may.61155,1.44000006
vbl_ssh_allreg_may.61156,1.41999996
vbl_ssh_allreg_may.61157,1.37
vbl_ssh_allreg_may.61158,1.27999997
vbl_ssh_allreg_may.61159,1.41999996
vbl_ssh_allreg_may.61160,1.51999998
vbl_ssh_allreg_may.61161,1.59000003
vbl_ssh_allreg_may.61162,1.65999997
vbl_ssh_allreg_may.61163,1.73000002
vbl_ssh_allreg_may.61164,1.75999999
vbl_ssh_allreg_may.61165,1.77999997
vbl_ssh_allreg_may.61166,1.77999997
vbl_ssh_allreg_may.61167,1.75999999
vbl_ssh_allreg_may.61168,1.75999999
vbl_ssh_allreg_may.61169,1.77999997
vbl_ssh_allreg_may.61170,1.80999994
vbl_ssh_allreg_may.61171,1.86000001
vbl_ssh_allreg_may.61172,1.88999999
vbl_ssh_allreg_may.61173,1.90999997
vbl_ssh_allreg_may.61174,1.91999996
vbl_ssh_allreg_may.61175,1.92999995
vbl_ssh_allreg_may.61176,1.94000006
vbl_ssh_allreg_may.61177,1.94000006
vbl_ssh_allreg_may.61178,1.95000005
vbl_ssh_allreg_may.61179,1.96000004
vbl_ssh_allreg_may.61180,1.96000004
vbl_ssh_allreg_may.61181,1.97000003
vbl_ssh_allreg_may.61182,1.97000003
vbl_ssh_allreg_may.61183,0.73000002
vbl_ssh_allreg_may.61184,0.79000002
vbl_ssh_allreg_may.61185,0.74000001
vbl_ssh_allreg_may.61186,1.02999997
vbl_ssh_allreg_may.45,2.43000007
vbl_ssh_allreg_may.61187,1.14999998
vbl_ssh_allreg_may.61188,1.17999995
vbl_ssh_allreg_may.61189,1.24000001
vbl_ssh_allreg_may.61190,1.23000002
vbl_ssh_allreg_may.61191,1.27999997
vbl_ssh_allreg_may.61192,1.28999996
vbl_ssh_allreg_may.61193,1.30999994
vbl_ssh_allreg_may.61194,1.34000003
vbl_ssh_allreg_may.61195,1.34000003
vbl_ssh_allreg_may.61196,1.35000002
vbl_ssh_allreg_may.61197,1.37
vbl_ssh_allreg_may.61198,1.39999998
vbl_ssh_allreg_may.61199,1.41999996
vbl_ssh_allreg_may.61200,1.42999995
vbl_ssh_allreg_may.61201,1.42999995
vbl_ssh_allreg_may.61202,1.41999996
vbl_ssh_allreg_may.61203,1.39999998
vbl_ssh_allreg_may.61204,1.36000001
vbl_ssh_allreg_may.61205,1.29999995
vbl_ssh_allreg_may.61206,1.17999995
vbl_ssh_allreg_may.61207,1.36000001
vbl_ssh_allreg_may.61208,1.5
vbl_ssh_allreg_may.61209,1.63999999
vbl_ssh_allreg_may.61210,1.70000005
vbl_ssh_allreg_may.61211,1.74000001
vbl_ssh_allreg_may.61212,1.76999998
vbl_ssh_allreg_may.61213,1.78999996
vbl_ssh_allreg_may.61214,1.82000005
vbl_ssh_allreg_may.61215,1.82000005
vbl_ssh_allreg_may.61216,1.78999996
vbl_ssh_allreg_may.61217,1.79999995
vbl_ssh_allreg_may.61218,1.84000003
vbl_ssh_allreg_may.61219,1.87
vbl_ssh_allreg_may.61220,1.88999999
vbl_ssh_allreg_may.61221,1.90999997
vbl_ssh_allreg_may.61222,1.91999996
vbl_ssh_allreg_may.61223,1.92999995
vbl_ssh_allreg_may.61224,1.92999995
vbl_ssh_allreg_may.61225,1.94000006
vbl_ssh_allreg_may.61226,1.95000005
vbl_ssh_allreg_may.61227,1.95000005
vbl_ssh_allreg_may.61228,1.96000004
vbl_ssh_allreg_may.61229,1.96000004
vbl_ssh_allreg_may.61230,0.75999999
vbl_ssh_allreg_may.61231,0.99000001
vbl_ssh_allreg_may.61232,0.97000003
vbl_ssh_allreg_may.61233,0.86000001
vbl_ssh_allreg_may.61234,1.04999995
vbl_ssh_allreg_may.61235,1.08000004
vbl_ssh_allreg_may.61236,1.25
vbl_ssh_allreg_may.61237,1.27999997
vbl_ssh_allreg_may.61238,1.32000005
vbl_ssh_allreg_may.61239,1.33000004
vbl_ssh_allreg_may.61240,1.34000003
vbl_ssh_allreg_may.61241,1.35000002
vbl_ssh_allreg_may.61242,1.37
vbl_ssh_allreg_may.61243,1.38
vbl_ssh_allreg_may.61244,1.38999999
vbl_ssh_allreg_may.61245,1.38
vbl_ssh_allreg_may.61246,1.38
vbl_ssh_allreg_may.61247,1.35000002
vbl_ssh_allreg_may.61248,1.30999994
vbl_ssh_allreg_may.61249,1.24000001
vbl_ssh_allreg_may.61250,1.12
vbl_ssh_allreg_may.61251,1.44000006
vbl_ssh_allreg_may.61252,1.57000005
vbl_ssh_allreg_may.61253,1.67999995
vbl_ssh_allreg_may.61254,1.73000002
vbl_ssh_allreg_may.61255,1.77999997
vbl_ssh_allreg_may.46,2.43000007
vbl_ssh_allreg_may.61256,1.84000003
vbl_ssh_allreg_may.61257,1.84000003
vbl_ssh_allreg_may.61258,1.79999995
vbl_ssh_allreg_may.61259,1.78999996
vbl_ssh_allreg_may.61260,1.79999995
vbl_ssh_allreg_may.61261,1.83000004
vbl_ssh_allreg_may.61262,1.85000002
vbl_ssh_allreg_may.61263,1.87
vbl_ssh_allreg_may.61264,1.88999999
vbl_ssh_allreg_may.61265,1.89999998
vbl_ssh_allreg_may.61266,1.90999997
vbl_ssh_allreg_may.61267,1.91999996
vbl_ssh_allreg_may.61268,1.92999995
vbl_ssh_allreg_may.61269,1.94000006
vbl_ssh_allreg_may.61270,1.94000006
vbl_ssh_allreg_may.61271,1.95000005
vbl_ssh_allreg_may.61272,1.95000005
vbl_ssh_allreg_may.61273,0.34999999
vbl_ssh_allreg_may.61274,0.76999998
vbl_ssh_allreg_may.61275,0.76999998
vbl_ssh_allreg_may.61276,0.91000003
vbl_ssh_allreg_may.61277,0.93000001
vbl_ssh_allreg_may.61278,1.21000004
vbl_ssh_allreg_may.61279,1.23000002
vbl_ssh_allreg_may.61280,1.28999996
vbl_ssh_allreg_may.61281,1.30999994
vbl_ssh_allreg_may.61282,1.32000005
vbl_ssh_allreg_may.61283,1.33000004
vbl_ssh_allreg_may.61284,1.34000003
vbl_ssh_allreg_may.61285,1.35000002
vbl_ssh_allreg_may.61286,1.35000002
vbl_ssh_allreg_may.61287,1.34000003
vbl_ssh_allreg_may.61288,1.33000004
vbl_ssh_allreg_may.61289,1.30999994
vbl_ssh_allreg_may.61290,1.25999999
vbl_ssh_allreg_may.61291,1.19000006
vbl_ssh_allreg_may.61292,1.05999994
vbl_ssh_allreg_may.61293,1.48000002
vbl_ssh_allreg_may.61294,1.60000002
vbl_ssh_allreg_may.61295,1.67999995
vbl_ssh_allreg_may.61296,1.74000001
vbl_ssh_allreg_may.61297,1.79999995
vbl_ssh_allreg_may.61298,1.82000005
vbl_ssh_allreg_may.61299,1.79999995
vbl_ssh_allreg_may.61300,1.78999996
vbl_ssh_allreg_may.61301,1.77999997
vbl_ssh_allreg_may.61302,1.79999995
vbl_ssh_allreg_may.61303,1.80999994
vbl_ssh_allreg_may.61304,1.82000005
vbl_ssh_allreg_may.61305,1.83000004
vbl_ssh_allreg_may.61306,1.87
vbl_ssh_allreg_may.61307,1.88999999
vbl_ssh_allreg_may.61308,1.89999998
vbl_ssh_allreg_may.61309,1.90999997
vbl_ssh_allreg_may.61310,1.91999996
vbl_ssh_allreg_may.61311,1.92999995
vbl_ssh_allreg_may.61312,1.92999995
vbl_ssh_allreg_may.61313,1.94000006
vbl_ssh_allreg_may.61314,1.94000006
vbl_ssh_allreg_may.61315,0.63999999
vbl_ssh_allreg_may.61316,0.91000003
vbl_ssh_allreg_may.61317,1.11000001
vbl_ssh_allreg_may.61318,1.17999995
vbl_ssh_allreg_may.61319,1.25999999
vbl_ssh_allreg_may.61320,1.27999997
vbl_ssh_allreg_may.61321,1.29999995
vbl_ssh_allreg_may.61322,1.29999995
vbl_ssh_allreg_may.61323,1.30999994
vbl_ssh_allreg_may.61324,1.30999994
vbl_ssh_allreg_may.61325,1.30999994
vbl_ssh_allreg_may.61326,1.30999994
vbl_ssh_allreg_may.61327,1.28999996
vbl_ssh_allreg_may.61328,1.25999999
vbl_ssh_allreg_may.61329,1.21000004
vbl_ssh_allreg_may.61330,1.13999999
vbl_ssh_allreg_may.61331,1.01999998
vbl_ssh_allreg_may.61332,1.10000002
vbl_ssh_allreg_may.61333,1.36000001
vbl_ssh_allreg_may.61334,1.50999999
vbl_ssh_allreg_may.61335,1.61000001
vbl_ssh_allreg_may.61336,1.69000006
vbl_ssh_allreg_may.61337,1.75
vbl_ssh_allreg_may.61338,1.77999997
vbl_ssh_allreg_may.61339,1.77999997
vbl_ssh_allreg_may.61340,1.76999998
vbl_ssh_allreg_may.61341,1.76999998
vbl_ssh_allreg_may.61342,1.76999998
vbl_ssh_allreg_may.61343,1.77999997
vbl_ssh_allreg_may.61344,1.77999997
vbl_ssh_allreg_may.61345,1.79999995
vbl_ssh_allreg_may.61346,1.82000005
vbl_ssh_allreg_may.61347,1.85000002
vbl_ssh_allreg_may.61348,1.87
vbl_ssh_allreg_may.61349,1.88999999
vbl_ssh_allreg_may.61350,1.89999998
vbl_ssh_allreg_may.61351,1.90999997
vbl_ssh_allreg_may.61352,1.90999997
vbl_ssh_allreg_may.61353,1.91999996
vbl_ssh_allreg_may.61354,1.92999995
vbl_ssh_allreg_may.61355,0.63999999
vbl_ssh_allreg_may.61356,0.83999997
vbl_ssh_allreg_may.61357,1.02999997
vbl_ssh_allreg_may.61358,1.11000001
vbl_ssh_allreg_may.61359,1.21000004
vbl_ssh_allreg_may.61360,1.25
vbl_ssh_allreg_may.61361,1.26999998
vbl_ssh_allreg_may.61362,1.27999997
vbl_ssh_allreg_may.61363,1.28999996
vbl_ssh_allreg_may.61364,1.28999996
vbl_ssh_allreg_may.61365,1.27999997
vbl_ssh_allreg_may.61366,1.26999998
vbl_ssh_allreg_may.61367,1.25
vbl_ssh_allreg_may.61368,1.22000003
vbl_ssh_allreg_may.61369,1.16999996
vbl_ssh_allreg_may.61370,1.10000002
vbl_ssh_allreg_may.61371,0.97000003
vbl_ssh_allreg_may.61372,0.95999998
vbl_ssh_allreg_may.61373,1.27999997
vbl_ssh_allreg_may.61374,1.40999997
vbl_ssh_allreg_may.61375,1.54999995
vbl_ssh_allreg_may.61376,1.63
vbl_ssh_allreg_may.61377,1.69000006
vbl_ssh_allreg_may.61378,1.73000002
vbl_ssh_allreg_may.61379,1.74000001
vbl_ssh_allreg_may.61380,1.75
vbl_ssh_allreg_may.61381,1.75
vbl_ssh_allreg_may.61382,1.75999999
vbl_ssh_allreg_may.61383,1.76999998
vbl_ssh_allreg_may.61384,1.77999997
vbl_ssh_allreg_may.61385,1.80999994
vbl_ssh_allreg_may.61386,1.78999996
vbl_ssh_allreg_may.61387,1.79999995
vbl_ssh_allreg_may.61388,1.83000004
vbl_ssh_allreg_may.61389,1.86000001
vbl_ssh_allreg_may.61390,1.87
vbl_ssh_allreg_may.61391,1.88999999
vbl_ssh_allreg_may.61392,1.89999998
vbl_ssh_allreg_may.61393,1.90999997
vbl_ssh_allreg_may.61394,1.91999996
vbl_ssh_allreg_may.61395,1.91999996
vbl_ssh_allreg_may.61397,0.82999998
vbl_ssh_allreg_may.61398,1
vbl_ssh_allreg_may.61399,1.15999997
vbl_ssh_allreg_may.61400,1.20000005
vbl_ssh_allreg_may.61401,1.23000002
vbl_ssh_allreg_may.61402,1.25
vbl_ssh_allreg_may.61403,1.25999999
vbl_ssh_allreg_may.61404,1.25999999
vbl_ssh_allreg_may.61405,1.25
vbl_ssh_allreg_may.61406,1.24000001
vbl_ssh_allreg_may.61407,1.22000003
vbl_ssh_allreg_may.61408,1.19000006
vbl_ssh_allreg_may.61409,1.13999999
vbl_ssh_allreg_may.61410,1.05999994
vbl_ssh_allreg_may.61411,0.93000001
vbl_ssh_allreg_may.61412,1.11000001
vbl_ssh_allreg_may.61413,1.32000005
vbl_ssh_allreg_may.61414,1.46000004
vbl_ssh_allreg_may.61415,1.57000005
vbl_ssh_allreg_may.61416,1.63
vbl_ssh_allreg_may.61417,1.66999996
vbl_ssh_allreg_may.61418,1.70000005
vbl_ssh_allreg_may.61419,1.72000003
vbl_ssh_allreg_may.61420,1.73000002
vbl_ssh_allreg_may.61421,1.74000001
vbl_ssh_allreg_may.61422,1.75
vbl_ssh_allreg_may.61423,1.76999998
vbl_ssh_allreg_may.61424,1.79999995
vbl_ssh_allreg_may.61425,1.79999995
vbl_ssh_allreg_may.61426,1.77999997
vbl_ssh_allreg_may.61427,1.80999994
vbl_ssh_allreg_may.61428,1.83000004
vbl_ssh_allreg_may.61429,1.85000002
vbl_ssh_allreg_may.61430,1.86000001
vbl_ssh_allreg_may.47,2.43000007
vbl_ssh_allreg_may.61431,1.88
vbl_ssh_allreg_may.61432,1.88999999
vbl_ssh_allreg_may.61433,1.89999998
vbl_ssh_allreg_may.61434,1.90999997
vbl_ssh_allreg_may.61435,1.90999997
vbl_ssh_allreg_may.61436,0.64999998
vbl_ssh_allreg_may.61437,0.92000002
vbl_ssh_allreg_may.61438,1.08000004
vbl_ssh_allreg_may.61439,1.13
vbl_ssh_allreg_may.61440,1.20000005
vbl_ssh_allreg_may.61441,1.22000003
vbl_ssh_allreg_may.61442,1.23000002
vbl_ssh_allreg_may.61443,1.23000002
vbl_ssh_allreg_may.61444,1.22000003
vbl_ssh_allreg_may.61445,1.21000004
vbl_ssh_allreg_may.61446,1.19000006
vbl_ssh_allreg_may.61447,1.14999998
vbl_ssh_allreg_may.61448,1.11000001
vbl_ssh_allreg_may.61449,1.03999996
vbl_ssh_allreg_may.61450,0.89999998
vbl_ssh_allreg_may.61451,0.68000001
vbl_ssh_allreg_may.61452,1.08000004
vbl_ssh_allreg_may.61453,1.38
vbl_ssh_allreg_may.61454,1.49000001
vbl_ssh_allreg_may.61455,1.57000005
vbl_ssh_allreg_may.61456,1.63
vbl_ssh_allreg_may.61457,1.66999996
vbl_ssh_allreg_may.61458,1.70000005
vbl_ssh_allreg_may.61459,1.71000004
vbl_ssh_allreg_may.61460,1.73000002
vbl_ssh_allreg_may.61461,1.74000001
vbl_ssh_allreg_may.61462,1.75
vbl_ssh_allreg_may.61463,1.76999998
vbl_ssh_allreg_may.61464,1.77999997
vbl_ssh_allreg_may.61465,1.76999998
vbl_ssh_allreg_may.61466,1.78999996
vbl_ssh_allreg_may.61467,1.80999994
vbl_ssh_allreg_may.61468,1.82000005
vbl_ssh_allreg_may.61469,1.84000003
vbl_ssh_allreg_may.61470,1.85000002
vbl_ssh_allreg_may.61471,1.87
vbl_ssh_allreg_may.61472,1.88
vbl_ssh_allreg_may.61473,1.88999999
vbl_ssh_allreg_may.61474,1.89999998
vbl_ssh_allreg_may.61475,1.89999998
vbl_ssh_allreg_may.61476,1.07000005
vbl_ssh_allreg_may.61477,1.14999998
vbl_ssh_allreg_may.61478,1.19000006
vbl_ssh_allreg_may.61479,1.20000005
vbl_ssh_allreg_may.61480,1.20000005
vbl_ssh_allreg_may.61481,1.20000005
vbl_ssh_allreg_may.61482,1.17999995
vbl_ssh_allreg_may.61483,1.15999997
vbl_ssh_allreg_may.61484,1.13
vbl_ssh_allreg_may.61485,1.08000004
vbl_ssh_allreg_may.61486,1.01999998
vbl_ssh_allreg_may.61487,0.89999998
vbl_ssh_allreg_may.61488,0.73000002
vbl_ssh_allreg_may.61489,0.89999998
vbl_ssh_allreg_may.61490,1.25
vbl_ssh_allreg_may.61491,1.38
vbl_ssh_allreg_may.61492,1.50999999
vbl_ssh_allreg_may.61493,1.58000004
vbl_ssh_allreg_may.61494,1.63
vbl_ssh_allreg_may.61495,1.66999996
vbl_ssh_allreg_may.61496,1.69000006
vbl_ssh_allreg_may.61497,1.70000005
vbl_ssh_allreg_may.61498,1.71000004
vbl_ssh_allreg_may.61499,1.73000002
vbl_ssh_allreg_may.48,2.44000006
vbl_ssh_allreg_may.61500,1.74000001
vbl_ssh_allreg_may.61501,1.75999999
vbl_ssh_allreg_may.61502,1.75999999
vbl_ssh_allreg_may.61503,1.76999998
vbl_ssh_allreg_may.61504,1.78999996
vbl_ssh_allreg_may.61505,1.79999995
vbl_ssh_allreg_may.61506,1.82000005
vbl_ssh_allreg_may.61507,1.83000004
vbl_ssh_allreg_may.61508,1.85000002
vbl_ssh_allreg_may.61509,1.86000001
vbl_ssh_allreg_may.61510,1.87
vbl_ssh_allreg_may.61511,1.88
vbl_ssh_allreg_may.61512,1.88999999
vbl_ssh_allreg_may.61513,1.07000005
vbl_ssh_allreg_may.61514,1.13999999
vbl_ssh_allreg_may.61515,1.16999996
vbl_ssh_allreg_may.61516,1.16999996
vbl_ssh_allreg_may.61517,1.16999996
vbl_ssh_allreg_may.61518,1.15999997
vbl_ssh_allreg_may.61519,1.13999999
vbl_ssh_allreg_may.61520,1.10000002
vbl_ssh_allreg_may.61521,1.05999994
vbl_ssh_allreg_may.61522,1
vbl_ssh_allreg_may.61523,0.89999998
vbl_ssh_allreg_may.61524,0.75999999
vbl_ssh_allreg_may.61525,0.60000002
vbl_ssh_allreg_may.61526,0.70999998
vbl_ssh_allreg_may.61527,1
vbl_ssh_allreg_may.61528,1.07000005
vbl_ssh_allreg_may.61529,1.38999999
vbl_ssh_allreg_may.61530,1.49000001
vbl_ssh_allreg_may.61531,1.57000005
vbl_ssh_allreg_may.61532,1.62
vbl_ssh_allreg_may.61533,1.65999997
vbl_ssh_allreg_may.49,2.44000006
vbl_ssh_allreg_may.61534,1.67999995
vbl_ssh_allreg_may.61535,1.69000006
vbl_ssh_allreg_may.61536,1.70000005
vbl_ssh_allreg_may.61537,1.72000003
vbl_ssh_allreg_may.61538,1.74000001
vbl_ssh_allreg_may.61539,1.75
vbl_ssh_allreg_may.61540,1.75
vbl_ssh_allreg_may.61541,1.76999998
vbl_ssh_allreg_may.61542,1.78999996
vbl_ssh_allreg_may.61543,1.79999995
vbl_ssh_allreg_may.61544,1.82000005
vbl_ssh_allreg_may.61545,1.83000004
vbl_ssh_allreg_may.61546,1.84000003
vbl_ssh_allreg_may.61547,1.85000002
vbl_ssh_allreg_may.61548,1.86000001
vbl_ssh_allreg_may.61549,1.87
vbl_ssh_allreg_may.61550,1.88
vbl_ssh_allreg_may.61551,0.99000001
vbl_ssh_allreg_may.61552,1.08000004
vbl_ssh_allreg_may.61553,1.13
vbl_ssh_allreg_may.61554,1.13999999
vbl_ssh_allreg_may.61555,1.13999999
vbl_ssh_allreg_may.61556,1.13
vbl_ssh_allreg_may.61557,1.11000001
vbl_ssh_allreg_may.61558,1.08000004
vbl_ssh_allreg_may.61559,1.03999996
vbl_ssh_allreg_may.61560,0.98000002
vbl_ssh_allreg_may.61561,0.89999998
vbl_ssh_allreg_may.61562,0.77999997
vbl_ssh_allreg_may.61563,0.63
vbl_ssh_allreg_may.61564,0.56
vbl_ssh_allreg_may.61565,0.73000002
vbl_ssh_allreg_may.61566,1.13999999
vbl_ssh_allreg_may.61567,1.34000003
vbl_ssh_allreg_may.50,2.44000006
vbl_ssh_allreg_may.61568,1.50999999
vbl_ssh_allreg_may.61569,1.57000005
vbl_ssh_allreg_may.61570,1.61000001
vbl_ssh_allreg_may.61571,1.64999998
vbl_ssh_allreg_may.61572,1.66999996
vbl_ssh_allreg_may.61573,1.67999995
vbl_ssh_allreg_may.61574,1.70000005
vbl_ssh_allreg_may.61575,1.72000003
vbl_ssh_allreg_may.61576,1.73000002
vbl_ssh_allreg_may.61577,1.74000001
vbl_ssh_allreg_may.61578,1.75999999
vbl_ssh_allreg_may.61579,1.76999998
vbl_ssh_allreg_may.61580,1.78999996
vbl_ssh_allreg_may.61581,1.79999995
vbl_ssh_allreg_may.61582,1.80999994
vbl_ssh_allreg_may.61583,1.83000004
vbl_ssh_allreg_may.61584,1.84000003
vbl_ssh_allreg_may.61585,1.85000002
vbl_ssh_allreg_may.61586,1.86000001
vbl_ssh_allreg_may.61587,1.87
vbl_ssh_allreg_may.61588,1.87
vbl_ssh_allreg_may.61589,0.88999999
vbl_ssh_allreg_may.61590,1.00999999
vbl_ssh_allreg_may.61591,1.08000004
vbl_ssh_allreg_may.61592,1.11000001
vbl_ssh_allreg_may.61593,1.11000001
vbl_ssh_allreg_may.61594,1.10000002
vbl_ssh_allreg_may.61595,1.09000003
vbl_ssh_allreg_may.61596,1.05999994
vbl_ssh_allreg_may.61597,1.01999998
vbl_ssh_allreg_may.61598,0.97000003
vbl_ssh_allreg_may.61599,0.88999999
vbl_ssh_allreg_may.61600,0.79000002
vbl_ssh_allreg_may.61601,0.66000003
vbl_ssh_allreg_may.51,2.44000006
vbl_ssh_allreg_may.61602,1.30999994
vbl_ssh_allreg_may.61603,1.47000003
vbl_ssh_allreg_may.61604,1.55999994
vbl_ssh_allreg_may.61605,1.61000001
vbl_ssh_allreg_may.61606,1.63999999
vbl_ssh_allreg_may.61607,1.65999997
vbl_ssh_allreg_may.61608,1.67999995
vbl_ssh_allreg_may.61609,1.70000005
vbl_ssh_allreg_may.61610,1.71000004
vbl_ssh_allreg_may.61611,1.73000002
vbl_ssh_allreg_may.61612,1.74000001
vbl_ssh_allreg_may.61613,1.75999999
vbl_ssh_allreg_may.61614,1.76999998
vbl_ssh_allreg_may.61615,1.77999997
vbl_ssh_allreg_may.61616,1.79999995
vbl_ssh_allreg_may.61617,1.80999994
vbl_ssh_allreg_may.61618,1.82000005
vbl_ssh_allreg_may.61619,1.83000004
vbl_ssh_allreg_may.61620,1.84000003
vbl_ssh_allreg_may.61621,1.85000002
vbl_ssh_allreg_may.61622,1.86000001
vbl_ssh_allreg_may.61623,1.87
vbl_ssh_allreg_may.61624,0.89999998
vbl_ssh_allreg_may.61625,1.00999999
vbl_ssh_allreg_may.61626,1.07000005
vbl_ssh_allreg_may.61627,1.08000004
vbl_ssh_allreg_may.61628,1.07000005
vbl_ssh_allreg_may.61629,1.05999994
vbl_ssh_allreg_may.61630,1.03999996
vbl_ssh_allreg_may.61631,1.00999999
vbl_ssh_allreg_may.61632,0.95999998
vbl_ssh_allreg_may.61633,0.88999999
vbl_ssh_allreg_may.61634,0.79000002
vbl_ssh_allreg_may.61635,0.66000003
vbl_ssh_allreg_may.61636,0.44
vbl_ssh_allreg_may.61637,1.04999995
vbl_ssh_allreg_may.61638,1.38
vbl_ssh_allreg_may.61639,1.48000002
