FID,jan_ssh
vbl_ssh_allreg_jan.55930,2.38000011
vbl_ssh_allreg_jan.55932,2.23000002
vbl_ssh_allreg_jan.55933,2.36999989
vbl_ssh_allreg_jan.55934,2.28999996
vbl_ssh_allreg_jan.55935,3.63000011
vbl_ssh_allreg_jan.55936,3.61999989
vbl_ssh_allreg_jan.55937,3.6099999
vbl_ssh_allreg_jan.55939,3.58999991
vbl_ssh_allreg_jan.55940,3.57999992
vbl_ssh_allreg_jan.55941,3.55999994
vbl_ssh_allreg_jan.55942,3.54999995
vbl_ssh_allreg_jan.55943,3.52999997
vbl_ssh_allreg_jan.55944,3.50999999
vbl_ssh_allreg_jan.55945,3.49000001
vbl_ssh_allreg_jan.55946,3.46000004
vbl_ssh_allreg_jan.55947,3.42000008
vbl_ssh_allreg_jan.55948,3.36999989
vbl_ssh_allreg_jan.55949,3.30999994
vbl_ssh_allreg_jan.55950,3.16000009
vbl_ssh_allreg_jan.55951,3.11999989
vbl_ssh_allreg_jan.55952,2.57999992
vbl_ssh_allreg_jan.55953,2.49000001
vbl_ssh_allreg_jan.55954,2.3900001
vbl_ssh_allreg_jan.55955,2.3499999
vbl_ssh_allreg_jan.55956,3.63000011
vbl_ssh_allreg_jan.55957,3.61999989
vbl_ssh_allreg_jan.55958,3.6099999
vbl_ssh_allreg_jan.55959,3.5999999
vbl_ssh_allreg_jan.55960,3.58999991
vbl_ssh_allreg_jan.55961,3.57999992
vbl_ssh_allreg_jan.55962,3.55999994
vbl_ssh_allreg_jan.55963,3.54999995
vbl_ssh_allreg_jan.55964,3.53999996
vbl_ssh_allreg_jan.55965,3.51999998
vbl_ssh_allreg_jan.55966,3.5
vbl_ssh_allreg_jan.55967,3.47000003
vbl_ssh_allreg_jan.55968,3.44000006
vbl_ssh_allreg_jan.55969,3.4000001
vbl_ssh_allreg_jan.55970,3.3499999
vbl_ssh_allreg_jan.55971,3.28999996
vbl_ssh_allreg_jan.55972,3.1500001
vbl_ssh_allreg_jan.56007,3.52999997
vbl_ssh_allreg_jan.55973,3.04999995
vbl_ssh_allreg_jan.55974,2.74000001
vbl_ssh_allreg_jan.55975,2.6500001
vbl_ssh_allreg_jan.55976,2.45000005
vbl_ssh_allreg_jan.55977,2.26999998
vbl_ssh_allreg_jan.55978,3.61999989
vbl_ssh_allreg_jan.55979,3.6099999
vbl_ssh_allreg_jan.55980,3.5999999
vbl_ssh_allreg_jan.55981,3.58999991
vbl_ssh_allreg_jan.55982,3.57999992
vbl_ssh_allreg_jan.55983,3.56999993
vbl_ssh_allreg_jan.55984,3.54999995
vbl_ssh_allreg_jan.55985,3.53999996
vbl_ssh_allreg_jan.55986,3.51999998
vbl_ssh_allreg_jan.55987,3.5
vbl_ssh_allreg_jan.55988,3.48000002
vbl_ssh_allreg_jan.55989,3.46000004
vbl_ssh_allreg_jan.55990,3.42000008
vbl_ssh_allreg_jan.55991,3.38000011
vbl_ssh_allreg_jan.55992,3.32999992
vbl_ssh_allreg_jan.55993,3.26999998
vbl_ssh_allreg_jan.55994,3.16000009
vbl_ssh_allreg_jan.55995,3.04999995
vbl_ssh_allreg_jan.55996,2.79999995
vbl_ssh_allreg_jan.55997,2.68000007
vbl_ssh_allreg_jan.55998,2.47000003
vbl_ssh_allreg_jan.55999,3.6099999
vbl_ssh_allreg_jan.56000,3.6099999
vbl_ssh_allreg_jan.56001,3.5999999
vbl_ssh_allreg_jan.56002,3.58999991
vbl_ssh_allreg_jan.56003,3.57999992
vbl_ssh_allreg_jan.56004,3.56999993
vbl_ssh_allreg_jan.56005,3.54999995
vbl_ssh_allreg_jan.56006,3.53999996
vbl_ssh_allreg_jan.56008,3.50999999
vbl_ssh_allreg_jan.56009,3.49000001
vbl_ssh_allreg_jan.56010,3.47000003
vbl_ssh_allreg_jan.56011,3.44000006
vbl_ssh_allreg_jan.56012,3.41000009
vbl_ssh_allreg_jan.56013,3.3599999
vbl_ssh_allreg_jan.56014,3.30999994
vbl_ssh_allreg_jan.56015,3.24000001
vbl_ssh_allreg_jan.56016,3.1500001
vbl_ssh_allreg_jan.56017,3.01999998
vbl_ssh_allreg_jan.56018,2.80999994
vbl_ssh_allreg_jan.56019,2.68000007
vbl_ssh_allreg_jan.56020,2.46000004
vbl_ssh_allreg_jan.56021,3.6099999
vbl_ssh_allreg_jan.56022,3.6099999
vbl_ssh_allreg_jan.56023,3.5999999
vbl_ssh_allreg_jan.56024,3.58999991
vbl_ssh_allreg_jan.56025,3.56999993
vbl_ssh_allreg_jan.56026,3.55999994
vbl_ssh_allreg_jan.56027,3.54999995
vbl_ssh_allreg_jan.56028,3.53999996
vbl_ssh_allreg_jan.56029,3.52999997
vbl_ssh_allreg_jan.56030,3.50999999
vbl_ssh_allreg_jan.56031,3.5
vbl_ssh_allreg_jan.56032,3.48000002
vbl_ssh_allreg_jan.56033,3.45000005
vbl_ssh_allreg_jan.56034,3.42000008
vbl_ssh_allreg_jan.56035,3.3900001
vbl_ssh_allreg_jan.56036,3.3499999
vbl_ssh_allreg_jan.56037,3.28999996
vbl_ssh_allreg_jan.56038,3.22000003
vbl_ssh_allreg_jan.56039,3.08999991
vbl_ssh_allreg_jan.56040,2.97000003
vbl_ssh_allreg_jan.56041,2.73000002
vbl_ssh_allreg_jan.56042,2.49000001
vbl_ssh_allreg_jan.56043,3.6099999
vbl_ssh_allreg_jan.56044,3.5999999
vbl_ssh_allreg_jan.56045,3.58999991
vbl_ssh_allreg_jan.56046,3.57999992
vbl_ssh_allreg_jan.56047,3.56999993
vbl_ssh_allreg_jan.56048,3.55999994
vbl_ssh_allreg_jan.56049,3.54999995
vbl_ssh_allreg_jan.56050,3.53999996
vbl_ssh_allreg_jan.56051,3.52999997
vbl_ssh_allreg_jan.56052,3.51999998
vbl_ssh_allreg_jan.56053,3.5
vbl_ssh_allreg_jan.56054,3.48000002
vbl_ssh_allreg_jan.56055,3.46000004
vbl_ssh_allreg_jan.56056,3.44000006
vbl_ssh_allreg_jan.56057,3.41000009
vbl_ssh_allreg_jan.56058,3.36999989
vbl_ssh_allreg_jan.56059,3.31999993
vbl_ssh_allreg_jan.56060,3.25999999
vbl_ssh_allreg_jan.56061,3.17000008
vbl_ssh_allreg_jan.56062,3.06999993
vbl_ssh_allreg_jan.56063,2.79999995
vbl_ssh_allreg_jan.56064,2.48000002
vbl_ssh_allreg_jan.56065,3.5999999
vbl_ssh_allreg_jan.56066,3.5999999
vbl_ssh_allreg_jan.56067,3.58999991
vbl_ssh_allreg_jan.56068,3.57999992
vbl_ssh_allreg_jan.56069,3.56999993
vbl_ssh_allreg_jan.56070,3.55999994
vbl_ssh_allreg_jan.56071,3.54999995
vbl_ssh_allreg_jan.56072,3.53999996
vbl_ssh_allreg_jan.56073,3.52999997
vbl_ssh_allreg_jan.56074,3.51999998
vbl_ssh_allreg_jan.56075,3.5
vbl_ssh_allreg_jan.56076,3.49000001
vbl_ssh_allreg_jan.56112,3.56999993
vbl_ssh_allreg_jan.56077,3.47000003
vbl_ssh_allreg_jan.56078,3.45000005
vbl_ssh_allreg_jan.56079,3.42000008
vbl_ssh_allreg_jan.56080,3.3900001
vbl_ssh_allreg_jan.56081,3.3499999
vbl_ssh_allreg_jan.56082,3.29999995
vbl_ssh_allreg_jan.56083,3.23000002
vbl_ssh_allreg_jan.56084,3.0999999
vbl_ssh_allreg_jan.56085,2.93000007
vbl_ssh_allreg_jan.56086,2.51999998
vbl_ssh_allreg_jan.56087,3.5999999
vbl_ssh_allreg_jan.56088,3.5999999
vbl_ssh_allreg_jan.56089,3.58999991
vbl_ssh_allreg_jan.56090,3.57999992
vbl_ssh_allreg_jan.56091,3.56999993
vbl_ssh_allreg_jan.56092,3.55999994
vbl_ssh_allreg_jan.56093,3.54999995
vbl_ssh_allreg_jan.56094,3.53999996
vbl_ssh_allreg_jan.56095,3.52999997
vbl_ssh_allreg_jan.56096,3.51999998
vbl_ssh_allreg_jan.56097,3.50999999
vbl_ssh_allreg_jan.56098,3.49000001
vbl_ssh_allreg_jan.56099,3.48000002
vbl_ssh_allreg_jan.56100,3.46000004
vbl_ssh_allreg_jan.56101,3.43000007
vbl_ssh_allreg_jan.56102,3.4000001
vbl_ssh_allreg_jan.56103,3.36999989
vbl_ssh_allreg_jan.56104,3.31999993
vbl_ssh_allreg_jan.56105,3.26999998
vbl_ssh_allreg_jan.56106,3.20000005
vbl_ssh_allreg_jan.56107,3.04999995
vbl_ssh_allreg_jan.56108,2.88000011
vbl_ssh_allreg_jan.56109,3.58999991
vbl_ssh_allreg_jan.56110,3.58999991
vbl_ssh_allreg_jan.56111,3.57999992
vbl_ssh_allreg_jan.56113,3.55999994
vbl_ssh_allreg_jan.56114,3.54999995
vbl_ssh_allreg_jan.56115,3.53999996
vbl_ssh_allreg_jan.56116,3.52999997
vbl_ssh_allreg_jan.56117,3.51999998
vbl_ssh_allreg_jan.56118,3.50999999
vbl_ssh_allreg_jan.56119,3.49000001
vbl_ssh_allreg_jan.56120,3.48000002
vbl_ssh_allreg_jan.56121,3.46000004
vbl_ssh_allreg_jan.56122,3.44000006
vbl_ssh_allreg_jan.56123,3.41000009
vbl_ssh_allreg_jan.56124,3.38000011
vbl_ssh_allreg_jan.56125,3.3499999
vbl_ssh_allreg_jan.56126,3.29999995
vbl_ssh_allreg_jan.56127,3.24000001
vbl_ssh_allreg_jan.56128,3.1500001
vbl_ssh_allreg_jan.56129,3.01999998
vbl_ssh_allreg_jan.56130,2.69000006
vbl_ssh_allreg_jan.56131,3.58999991
vbl_ssh_allreg_jan.56132,3.58999991
vbl_ssh_allreg_jan.56133,3.56999993
vbl_ssh_allreg_jan.56134,3.56999993
vbl_ssh_allreg_jan.56135,3.55999994
vbl_ssh_allreg_jan.56136,3.54999995
vbl_ssh_allreg_jan.56137,3.53999996
vbl_ssh_allreg_jan.56138,3.52999997
vbl_ssh_allreg_jan.56139,3.51999998
vbl_ssh_allreg_jan.56140,3.50999999
vbl_ssh_allreg_jan.56141,3.49000001
vbl_ssh_allreg_jan.56142,3.48000002
vbl_ssh_allreg_jan.56143,3.47000003
vbl_ssh_allreg_jan.56144,3.45000005
vbl_ssh_allreg_jan.56145,3.43000007
vbl_ssh_allreg_jan.56146,3.4000001
vbl_ssh_allreg_jan.56147,3.3599999
vbl_ssh_allreg_jan.56148,3.32999992
vbl_ssh_allreg_jan.56149,3.26999998
vbl_ssh_allreg_jan.56150,3.20000005
vbl_ssh_allreg_jan.56151,3.11999989
vbl_ssh_allreg_jan.56152,2.98000002
vbl_ssh_allreg_jan.56153,2.31999993
vbl_ssh_allreg_jan.56154,3.58999991
vbl_ssh_allreg_jan.56155,3.57999992
vbl_ssh_allreg_jan.56156,3.56999993
vbl_ssh_allreg_jan.56157,3.55999994
vbl_ssh_allreg_jan.56158,3.55999994
vbl_ssh_allreg_jan.56159,3.54999995
vbl_ssh_allreg_jan.56160,3.53999996
vbl_ssh_allreg_jan.56161,3.52999997
vbl_ssh_allreg_jan.56162,3.51999998
vbl_ssh_allreg_jan.56163,3.50999999
vbl_ssh_allreg_jan.56164,3.5
vbl_ssh_allreg_jan.56165,3.48000002
vbl_ssh_allreg_jan.56166,3.47000003
vbl_ssh_allreg_jan.56167,3.45000005
vbl_ssh_allreg_jan.56168,3.43000007
vbl_ssh_allreg_jan.56169,3.41000009
vbl_ssh_allreg_jan.56170,3.38000011
vbl_ssh_allreg_jan.56171,3.3499999
vbl_ssh_allreg_jan.56172,3.29999995
vbl_ssh_allreg_jan.56173,3.25
vbl_ssh_allreg_jan.56174,3.17000008
vbl_ssh_allreg_jan.56175,3.07999992
vbl_ssh_allreg_jan.56176,2.94000006
vbl_ssh_allreg_jan.56177,2.1400001
vbl_ssh_allreg_jan.56178,3.58999991
vbl_ssh_allreg_jan.56179,3.57999992
vbl_ssh_allreg_jan.56180,3.56999993
vbl_ssh_allreg_jan.56181,3.55999994
vbl_ssh_allreg_jan.56182,3.54999995
vbl_ssh_allreg_jan.56183,3.54999995
vbl_ssh_allreg_jan.56184,3.53999996
vbl_ssh_allreg_jan.56185,3.52999997
vbl_ssh_allreg_jan.56186,3.51999998
vbl_ssh_allreg_jan.56187,3.50999999
vbl_ssh_allreg_jan.56188,3.5
vbl_ssh_allreg_jan.56189,3.48000002
vbl_ssh_allreg_jan.56190,3.47000003
vbl_ssh_allreg_jan.56191,3.46000004
vbl_ssh_allreg_jan.56192,3.44000006
vbl_ssh_allreg_jan.56193,3.42000008
vbl_ssh_allreg_jan.56194,3.3900001
vbl_ssh_allreg_jan.56195,3.3599999
vbl_ssh_allreg_jan.56196,3.31999993
vbl_ssh_allreg_jan.56197,3.27999997
vbl_ssh_allreg_jan.56198,3.22000003
vbl_ssh_allreg_jan.56199,3.1400001
vbl_ssh_allreg_jan.56200,3.03999996
vbl_ssh_allreg_jan.56201,2.8499999
vbl_ssh_allreg_jan.56202,3.57999992
vbl_ssh_allreg_jan.56203,3.57999992
vbl_ssh_allreg_jan.56204,3.56999993
vbl_ssh_allreg_jan.56205,3.55999994
vbl_ssh_allreg_jan.56206,3.54999995
vbl_ssh_allreg_jan.56207,3.53999996
vbl_ssh_allreg_jan.56208,3.53999996
vbl_ssh_allreg_jan.56209,3.52999997
vbl_ssh_allreg_jan.56210,3.51999998
vbl_ssh_allreg_jan.56211,3.50999999
vbl_ssh_allreg_jan.56212,3.5
vbl_ssh_allreg_jan.56213,3.48000002
vbl_ssh_allreg_jan.56214,3.47000003
vbl_ssh_allreg_jan.56215,3.46000004
vbl_ssh_allreg_jan.56216,3.44000006
vbl_ssh_allreg_jan.56355,3.53999996
vbl_ssh_allreg_jan.56217,3.42000008
vbl_ssh_allreg_jan.56218,3.4000001
vbl_ssh_allreg_jan.56219,3.36999989
vbl_ssh_allreg_jan.56220,3.32999992
vbl_ssh_allreg_jan.56221,3.28999996
vbl_ssh_allreg_jan.56222,3.24000001
vbl_ssh_allreg_jan.56223,3.16000009
vbl_ssh_allreg_jan.56224,3.05999994
vbl_ssh_allreg_jan.56225,2.96000004
vbl_ssh_allreg_jan.56226,2.77999997
vbl_ssh_allreg_jan.56227,3.57999992
vbl_ssh_allreg_jan.56228,3.56999993
vbl_ssh_allreg_jan.56229,3.55999994
vbl_ssh_allreg_jan.56230,3.55999994
vbl_ssh_allreg_jan.56231,3.54999995
vbl_ssh_allreg_jan.56232,3.53999996
vbl_ssh_allreg_jan.56233,3.52999997
vbl_ssh_allreg_jan.56234,3.51999998
vbl_ssh_allreg_jan.56235,3.51999998
vbl_ssh_allreg_jan.56236,3.50999999
vbl_ssh_allreg_jan.56237,3.5
vbl_ssh_allreg_jan.56238,3.48000002
vbl_ssh_allreg_jan.56239,3.47000003
vbl_ssh_allreg_jan.56240,3.46000004
vbl_ssh_allreg_jan.56241,3.44000006
vbl_ssh_allreg_jan.56242,3.42000008
vbl_ssh_allreg_jan.56243,3.4000001
vbl_ssh_allreg_jan.56244,3.36999989
vbl_ssh_allreg_jan.56453,3.45000005
vbl_ssh_allreg_jan.56245,3.33999991
vbl_ssh_allreg_jan.56246,3.29999995
vbl_ssh_allreg_jan.56247,3.24000001
vbl_ssh_allreg_jan.56248,3.1099999
vbl_ssh_allreg_jan.56249,3.06999993
vbl_ssh_allreg_jan.56250,2.91000009
vbl_ssh_allreg_jan.56251,2.81999993
vbl_ssh_allreg_jan.56252,2.67000008
vbl_ssh_allreg_jan.56253,3.57999992
vbl_ssh_allreg_jan.56254,3.56999993
vbl_ssh_allreg_jan.56255,3.55999994
vbl_ssh_allreg_jan.56256,3.54999995
vbl_ssh_allreg_jan.56257,3.54999995
vbl_ssh_allreg_jan.56258,3.53999996
vbl_ssh_allreg_jan.56259,3.52999997
vbl_ssh_allreg_jan.56260,3.51999998
vbl_ssh_allreg_jan.56261,3.51999998
vbl_ssh_allreg_jan.56262,3.50999999
vbl_ssh_allreg_jan.56263,3.5
vbl_ssh_allreg_jan.56264,3.48000002
vbl_ssh_allreg_jan.56265,3.47000003
vbl_ssh_allreg_jan.56266,3.46000004
vbl_ssh_allreg_jan.56267,3.44000006
vbl_ssh_allreg_jan.56268,3.43000007
vbl_ssh_allreg_jan.56269,3.41000009
vbl_ssh_allreg_jan.56270,3.38000011
vbl_ssh_allreg_jan.56271,3.3499999
vbl_ssh_allreg_jan.56272,3.30999994
vbl_ssh_allreg_jan.56273,3.23000002
vbl_ssh_allreg_jan.56274,3.17000008
vbl_ssh_allreg_jan.56275,3.05999994
vbl_ssh_allreg_jan.56276,2.8599999
vbl_ssh_allreg_jan.56277,2.74000001
vbl_ssh_allreg_jan.56278,2.6400001
vbl_ssh_allreg_jan.56279,3.56999993
vbl_ssh_allreg_jan.56280,3.55999994
vbl_ssh_allreg_jan.56281,3.54999995
vbl_ssh_allreg_jan.56282,3.53999996
vbl_ssh_allreg_jan.56283,3.53999996
vbl_ssh_allreg_jan.56284,3.52999997
vbl_ssh_allreg_jan.56285,3.51999998
vbl_ssh_allreg_jan.56286,3.50999999
vbl_ssh_allreg_jan.56287,3.50999999
vbl_ssh_allreg_jan.56288,3.5
vbl_ssh_allreg_jan.56289,3.49000001
vbl_ssh_allreg_jan.56290,3.47000003
vbl_ssh_allreg_jan.56291,3.46000004
vbl_ssh_allreg_jan.56292,3.45000005
vbl_ssh_allreg_jan.56293,3.43000007
vbl_ssh_allreg_jan.56294,3.41000009
vbl_ssh_allreg_jan.56295,3.3900001
vbl_ssh_allreg_jan.56296,3.3599999
vbl_ssh_allreg_jan.56297,3.32999992
vbl_ssh_allreg_jan.56298,3.25999999
vbl_ssh_allreg_jan.56299,3.22000003
vbl_ssh_allreg_jan.56300,3.03999996
vbl_ssh_allreg_jan.56301,2.95000005
vbl_ssh_allreg_jan.56302,2.43000007
vbl_ssh_allreg_jan.56303,1.71000004
vbl_ssh_allreg_jan.56304,2.02999997
vbl_ssh_allreg_jan.56305,3.55999994
vbl_ssh_allreg_jan.56306,3.54999995
vbl_ssh_allreg_jan.56307,3.53999996
vbl_ssh_allreg_jan.56308,3.53999996
vbl_ssh_allreg_jan.56309,3.52999997
vbl_ssh_allreg_jan.56310,3.51999998
vbl_ssh_allreg_jan.56311,3.50999999
vbl_ssh_allreg_jan.56312,3.5
vbl_ssh_allreg_jan.56313,3.5
vbl_ssh_allreg_jan.56314,3.49000001
vbl_ssh_allreg_jan.56315,3.47000003
vbl_ssh_allreg_jan.56316,3.46000004
vbl_ssh_allreg_jan.56317,3.45000005
vbl_ssh_allreg_jan.56318,3.43000007
vbl_ssh_allreg_jan.56319,3.41000009
vbl_ssh_allreg_jan.56320,3.3900001
vbl_ssh_allreg_jan.56321,3.36999989
vbl_ssh_allreg_jan.56322,3.33999991
vbl_ssh_allreg_jan.56323,3.29999995
vbl_ssh_allreg_jan.56324,3.22000003
vbl_ssh_allreg_jan.56325,3.1099999
vbl_ssh_allreg_jan.56326,2.98000002
vbl_ssh_allreg_jan.56327,3.00999999
vbl_ssh_allreg_jan.56328,2.56999993
vbl_ssh_allreg_jan.56329,3.54999995
vbl_ssh_allreg_jan.56330,3.53999996
vbl_ssh_allreg_jan.56331,3.52999997
vbl_ssh_allreg_jan.56332,3.52999997
vbl_ssh_allreg_jan.56333,3.51999998
vbl_ssh_allreg_jan.56334,3.50999999
vbl_ssh_allreg_jan.56335,3.5
vbl_ssh_allreg_jan.56336,3.49000001
vbl_ssh_allreg_jan.56337,3.49000001
vbl_ssh_allreg_jan.56338,3.48000002
vbl_ssh_allreg_jan.56339,3.46000004
vbl_ssh_allreg_jan.56340,3.45000005
vbl_ssh_allreg_jan.56341,3.43000007
vbl_ssh_allreg_jan.56342,3.42000008
vbl_ssh_allreg_jan.56343,3.4000001
vbl_ssh_allreg_jan.56344,3.36999989
vbl_ssh_allreg_jan.56345,3.3499999
vbl_ssh_allreg_jan.56346,3.31999993
vbl_ssh_allreg_jan.56347,3.27999997
vbl_ssh_allreg_jan.56348,3.20000005
vbl_ssh_allreg_jan.56558,3.44000006
vbl_ssh_allreg_jan.56349,3.08999991
vbl_ssh_allreg_jan.56350,2.92000008
vbl_ssh_allreg_jan.56351,2.77999997
vbl_ssh_allreg_jan.56352,2.18000007
vbl_ssh_allreg_jan.56353,1.47000003
vbl_ssh_allreg_jan.56354,3.53999996
vbl_ssh_allreg_jan.56356,3.52999997
vbl_ssh_allreg_jan.56357,3.51999998
vbl_ssh_allreg_jan.56358,3.51999998
vbl_ssh_allreg_jan.56359,3.50999999
vbl_ssh_allreg_jan.56360,3.5
vbl_ssh_allreg_jan.56361,3.49000001
vbl_ssh_allreg_jan.56362,3.48000002
vbl_ssh_allreg_jan.56363,3.47000003
vbl_ssh_allreg_jan.56364,3.46000004
vbl_ssh_allreg_jan.56365,3.45000005
vbl_ssh_allreg_jan.56366,3.43000007
vbl_ssh_allreg_jan.56367,3.42000008
vbl_ssh_allreg_jan.56368,3.4000001
vbl_ssh_allreg_jan.56369,3.38000011
vbl_ssh_allreg_jan.56370,3.3499999
vbl_ssh_allreg_jan.56371,3.31999993
vbl_ssh_allreg_jan.56372,3.28999996
vbl_ssh_allreg_jan.56373,3.24000001
vbl_ssh_allreg_jan.56374,3.17000008
vbl_ssh_allreg_jan.56375,3.07999992
vbl_ssh_allreg_jan.56376,2.94000006
vbl_ssh_allreg_jan.56377,2.76999998
vbl_ssh_allreg_jan.56378,2.25
vbl_ssh_allreg_jan.56379,3.52999997
vbl_ssh_allreg_jan.56380,3.52999997
vbl_ssh_allreg_jan.56381,3.51999998
vbl_ssh_allreg_jan.56382,3.50999999
vbl_ssh_allreg_jan.56383,3.50999999
vbl_ssh_allreg_jan.56384,3.5
vbl_ssh_allreg_jan.56385,3.49000001
vbl_ssh_allreg_jan.56386,3.48000002
vbl_ssh_allreg_jan.56387,3.47000003
vbl_ssh_allreg_jan.56388,3.46000004
vbl_ssh_allreg_jan.56389,3.45000005
vbl_ssh_allreg_jan.56459,3.32999992
vbl_ssh_allreg_jan.56390,3.43000007
vbl_ssh_allreg_jan.56391,3.42000008
vbl_ssh_allreg_jan.56392,3.4000001
vbl_ssh_allreg_jan.56393,3.36999989
vbl_ssh_allreg_jan.56394,3.3499999
vbl_ssh_allreg_jan.56395,3.31999993
vbl_ssh_allreg_jan.56396,3.28999996
vbl_ssh_allreg_jan.56397,3.25
vbl_ssh_allreg_jan.56398,3.20000005
vbl_ssh_allreg_jan.56399,3.13000011
vbl_ssh_allreg_jan.56400,3
vbl_ssh_allreg_jan.56401,2.79999995
vbl_ssh_allreg_jan.56402,3.51999998
vbl_ssh_allreg_jan.56403,3.51999998
vbl_ssh_allreg_jan.56404,3.50999999
vbl_ssh_allreg_jan.56405,3.5
vbl_ssh_allreg_jan.56406,3.5
vbl_ssh_allreg_jan.56407,3.49000001
vbl_ssh_allreg_jan.56408,3.48000002
vbl_ssh_allreg_jan.56409,3.47000003
vbl_ssh_allreg_jan.56410,3.46000004
vbl_ssh_allreg_jan.56411,3.45000005
vbl_ssh_allreg_jan.56412,3.43000007
vbl_ssh_allreg_jan.56413,3.42000008
vbl_ssh_allreg_jan.56414,3.4000001
vbl_ssh_allreg_jan.56415,3.36999989
vbl_ssh_allreg_jan.56416,3.3499999
vbl_ssh_allreg_jan.56417,3.31999993
vbl_ssh_allreg_jan.56418,3.28999996
vbl_ssh_allreg_jan.56419,3.25
vbl_ssh_allreg_jan.56420,3.21000004
vbl_ssh_allreg_jan.56421,3.1500001
vbl_ssh_allreg_jan.56422,3.04999995
vbl_ssh_allreg_jan.56423,2.79999995
vbl_ssh_allreg_jan.56840,3.30999994
vbl_ssh_allreg_jan.56424,3.50999999
vbl_ssh_allreg_jan.56425,3.50999999
vbl_ssh_allreg_jan.56426,3.5
vbl_ssh_allreg_jan.56427,3.49000001
vbl_ssh_allreg_jan.56428,3.49000001
vbl_ssh_allreg_jan.56429,3.48000002
vbl_ssh_allreg_jan.56430,3.47000003
vbl_ssh_allreg_jan.56431,3.46000004
vbl_ssh_allreg_jan.56432,3.45000005
vbl_ssh_allreg_jan.56433,3.43000007
vbl_ssh_allreg_jan.56434,3.42000008
vbl_ssh_allreg_jan.56435,3.4000001
vbl_ssh_allreg_jan.56436,3.38000011
vbl_ssh_allreg_jan.56437,3.3499999
vbl_ssh_allreg_jan.56438,3.32999992
vbl_ssh_allreg_jan.56439,3.28999996
vbl_ssh_allreg_jan.56440,3.25
vbl_ssh_allreg_jan.56441,3.21000004
vbl_ssh_allreg_jan.56442,3.16000009
vbl_ssh_allreg_jan.56443,3.06999993
vbl_ssh_allreg_jan.56444,2.78999996
vbl_ssh_allreg_jan.56445,3.50999999
vbl_ssh_allreg_jan.56446,3.5
vbl_ssh_allreg_jan.56447,3.5
vbl_ssh_allreg_jan.56448,3.49000001
vbl_ssh_allreg_jan.56449,3.48000002
vbl_ssh_allreg_jan.56450,3.48000002
vbl_ssh_allreg_jan.56451,3.47000003
vbl_ssh_allreg_jan.56452,3.46000004
vbl_ssh_allreg_jan.56454,3.43000007
vbl_ssh_allreg_jan.56455,3.42000008
vbl_ssh_allreg_jan.56456,3.4000001
vbl_ssh_allreg_jan.56457,3.38000011
vbl_ssh_allreg_jan.56458,3.3599999
vbl_ssh_allreg_jan.56460,3.29999995
vbl_ssh_allreg_jan.56461,3.25999999
vbl_ssh_allreg_jan.56462,3.22000003
vbl_ssh_allreg_jan.56463,3.17000008
vbl_ssh_allreg_jan.56464,3.0999999
vbl_ssh_allreg_jan.56465,2.9000001
vbl_ssh_allreg_jan.56466,3.5
vbl_ssh_allreg_jan.56467,3.49000001
vbl_ssh_allreg_jan.56468,3.49000001
vbl_ssh_allreg_jan.56469,3.48000002
vbl_ssh_allreg_jan.56470,3.47000003
vbl_ssh_allreg_jan.56471,3.47000003
vbl_ssh_allreg_jan.56472,3.46000004
vbl_ssh_allreg_jan.56473,3.45000005
vbl_ssh_allreg_jan.56474,3.44000006
vbl_ssh_allreg_jan.56475,3.42000008
vbl_ssh_allreg_jan.56476,3.4000001
vbl_ssh_allreg_jan.56477,3.38000011
vbl_ssh_allreg_jan.56478,3.3599999
vbl_ssh_allreg_jan.56479,3.33999991
vbl_ssh_allreg_jan.56480,3.30999994
vbl_ssh_allreg_jan.56481,3.26999998
vbl_ssh_allreg_jan.56482,3.23000002
vbl_ssh_allreg_jan.56483,3.18000007
vbl_ssh_allreg_jan.56484,3.1099999
vbl_ssh_allreg_jan.56485,2.98000002
vbl_ssh_allreg_jan.56486,2.70000005
vbl_ssh_allreg_jan.56487,3.49000001
vbl_ssh_allreg_jan.56488,3.49000001
vbl_ssh_allreg_jan.56489,3.48000002
vbl_ssh_allreg_jan.56490,3.47000003
vbl_ssh_allreg_jan.56491,3.47000003
vbl_ssh_allreg_jan.56492,3.46000004
vbl_ssh_allreg_jan.56493,3.46000004
vbl_ssh_allreg_jan.56494,3.45000005
vbl_ssh_allreg_jan.56495,3.44000006
vbl_ssh_allreg_jan.56496,3.42000008
vbl_ssh_allreg_jan.56497,3.41000009
vbl_ssh_allreg_jan.56498,3.3900001
vbl_ssh_allreg_jan.56499,3.36999989
vbl_ssh_allreg_jan.56500,3.33999991
vbl_ssh_allreg_jan.56501,3.30999994
vbl_ssh_allreg_jan.56502,3.27999997
vbl_ssh_allreg_jan.56503,3.24000001
vbl_ssh_allreg_jan.56504,3.19000006
vbl_ssh_allreg_jan.56505,3.13000011
vbl_ssh_allreg_jan.56506,3.00999999
vbl_ssh_allreg_jan.56507,2.82999992
vbl_ssh_allreg_jan.56508,2.20000005
vbl_ssh_allreg_jan.56509,3.49000001
vbl_ssh_allreg_jan.56510,3.48000002
vbl_ssh_allreg_jan.56511,3.48000002
vbl_ssh_allreg_jan.56512,3.47000003
vbl_ssh_allreg_jan.56513,3.47000003
vbl_ssh_allreg_jan.56514,3.46000004
