FID,nov_ssh
vbl_ssh_allreg_nov.40125,1.69000006
vbl_ssh_allreg_nov.40126,1.70000005
vbl_ssh_allreg_nov.40127,1.71000004
vbl_ssh_allreg_nov.40128,1.72000003
vbl_ssh_allreg_nov.40129,1.73000002
vbl_ssh_allreg_nov.40130,1.75
vbl_ssh_allreg_nov.40131,1.75999999
vbl_ssh_allreg_nov.40132,1.76999998
vbl_ssh_allreg_nov.40133,1.77999997
vbl_ssh_allreg_nov.40134,1.78999996
vbl_ssh_allreg_nov.40135,1.79999995
vbl_ssh_allreg_nov.40136,1.80999994
vbl_ssh_allreg_nov.40137,1.82000005
vbl_ssh_allreg_nov.40138,1.83000004
vbl_ssh_allreg_nov.40139,1.84000003
vbl_ssh_allreg_nov.40140,1.85000002
vbl_ssh_allreg_nov.40141,1.86000001
vbl_ssh_allreg_nov.40142,1.87
vbl_ssh_allreg_nov.40143,1.88
vbl_ssh_allreg_nov.40144,1.88999999
vbl_ssh_allreg_nov.40145,1.89999998
vbl_ssh_allreg_nov.40146,1.90999997
vbl_ssh_allreg_nov.40147,1.91999996
vbl_ssh_allreg_nov.40148,1.91999996
vbl_ssh_allreg_nov.40149,1.92999995
vbl_ssh_allreg_nov.40150,1.94000006
vbl_ssh_allreg_nov.40151,1.95000005
vbl_ssh_allreg_nov.40152,1.96000004
vbl_ssh_allreg_nov.40153,1.96000004
vbl_ssh_allreg_nov.40154,1.97000003
vbl_ssh_allreg_nov.40155,1.98000002
vbl_ssh_allreg_nov.40156,1.99000001
vbl_ssh_allreg_nov.40157,2
vbl_ssh_allreg_nov.40158,2.00999999
vbl_ssh_allreg_nov.40159,2.00999999
vbl_ssh_allreg_nov.40160,0.68000001
vbl_ssh_allreg_nov.40161,0.81
vbl_ssh_allreg_nov.40162,0.88
vbl_ssh_allreg_nov.40163,0.94999999
vbl_ssh_allreg_nov.40164,1.00999999
vbl_ssh_allreg_nov.40165,1.07000005
vbl_ssh_allreg_nov.40166,1.13
vbl_ssh_allreg_nov.40167,1.17999995
vbl_ssh_allreg_nov.40168,1.22000003
vbl_ssh_allreg_nov.40169,1.25999999
vbl_ssh_allreg_nov.40170,1.29999995
vbl_ssh_allreg_nov.40171,1.33000004
vbl_ssh_allreg_nov.40172,1.36000001
vbl_ssh_allreg_nov.40173,1.38999999
vbl_ssh_allreg_nov.40174,1.41999996
vbl_ssh_allreg_nov.40175,1.46000004
vbl_ssh_allreg_nov.40176,1.48000002
vbl_ssh_allreg_nov.40177,1.50999999
vbl_ssh_allreg_nov.40178,1.52999997
vbl_ssh_allreg_nov.40179,1.54999995
vbl_ssh_allreg_nov.40180,1.57000005
vbl_ssh_allreg_nov.40181,1.59000003
vbl_ssh_allreg_nov.40182,1.61000001
vbl_ssh_allreg_nov.40183,1.62
vbl_ssh_allreg_nov.40184,1.63999999
vbl_ssh_allreg_nov.40185,1.64999998
vbl_ssh_allreg_nov.40186,1.66999996
vbl_ssh_allreg_nov.40187,1.67999995
vbl_ssh_allreg_nov.40188,1.69000006
vbl_ssh_allreg_nov.40189,1.70000005
vbl_ssh_allreg_nov.40190,1.72000003
vbl_ssh_allreg_nov.40191,1.73000002
vbl_ssh_allreg_nov.40192,1.74000001
vbl_ssh_allreg_nov.40193,1.75
vbl_ssh_allreg_nov.40194,1.75999999
vbl_ssh_allreg_nov.40195,1.76999998
vbl_ssh_allreg_nov.40196,1.77999997
vbl_ssh_allreg_nov.40197,1.78999996
vbl_ssh_allreg_nov.40198,1.79999995
vbl_ssh_allreg_nov.40199,1.80999994
vbl_ssh_allreg_nov.40200,1.82000005
vbl_ssh_allreg_nov.40201,1.83000004
vbl_ssh_allreg_nov.40202,1.84000003
vbl_ssh_allreg_nov.40203,1.85000002
vbl_ssh_allreg_nov.40204,1.86000001
vbl_ssh_allreg_nov.40205,1.87
vbl_ssh_allreg_nov.40206,1.88
vbl_ssh_allreg_nov.40207,1.88999999
vbl_ssh_allreg_nov.40208,1.89999998
vbl_ssh_allreg_nov.40209,1.90999997
vbl_ssh_allreg_nov.40210,1.91999996
vbl_ssh_allreg_nov.40211,1.92999995
vbl_ssh_allreg_nov.40212,1.92999995
vbl_ssh_allreg_nov.40213,1.94000006
vbl_ssh_allreg_nov.40214,1.95000005
vbl_ssh_allreg_nov.40215,1.96000004
vbl_ssh_allreg_nov.40216,1.97000003
vbl_ssh_allreg_nov.40217,1.97000003
vbl_ssh_allreg_nov.40218,1.98000002
vbl_ssh_allreg_nov.40219,1.99000001
vbl_ssh_allreg_nov.40220,2
vbl_ssh_allreg_nov.40221,0.75999999
vbl_ssh_allreg_nov.40222,0.85000002
vbl_ssh_allreg_nov.40223,0.92000002
vbl_ssh_allreg_nov.40224,0.99000001
vbl_ssh_allreg_nov.40225,1.03999996
vbl_ssh_allreg_nov.40226,1.09000003
vbl_ssh_allreg_nov.40227,1.13
vbl_ssh_allreg_nov.40228,1.17999995
vbl_ssh_allreg_nov.40229,1.22000003
vbl_ssh_allreg_nov.40230,1.25999999
vbl_ssh_allreg_nov.40231,1.28999996
vbl_ssh_allreg_nov.40232,1.33000004
vbl_ssh_allreg_nov.40233,1.36000001
vbl_ssh_allreg_nov.40234,1.38999999
vbl_ssh_allreg_nov.40235,1.42999995
vbl_ssh_allreg_nov.40236,1.45000005
vbl_ssh_allreg_nov.40237,1.48000002
vbl_ssh_allreg_nov.40238,1.5
vbl_ssh_allreg_nov.40239,1.51999998
vbl_ssh_allreg_nov.40240,1.53999996
vbl_ssh_allreg_nov.40241,1.55999994
vbl_ssh_allreg_nov.40242,1.58000004
vbl_ssh_allreg_nov.40243,1.60000002
vbl_ssh_allreg_nov.40244,1.62
vbl_ssh_allreg_nov.40245,1.63
vbl_ssh_allreg_nov.40246,1.64999998
vbl_ssh_allreg_nov.40247,1.65999997
vbl_ssh_allreg_nov.40248,1.66999996
vbl_ssh_allreg_nov.40249,1.69000006
vbl_ssh_allreg_nov.40250,1.70000005
vbl_ssh_allreg_nov.40251,1.71000004
vbl_ssh_allreg_nov.40252,1.72000003
vbl_ssh_allreg_nov.40253,1.73000002
vbl_ssh_allreg_nov.40254,1.74000001
vbl_ssh_allreg_nov.40255,1.75
vbl_ssh_allreg_nov.40256,1.75999999
vbl_ssh_allreg_nov.40257,1.76999998
vbl_ssh_allreg_nov.40258,1.77999997
vbl_ssh_allreg_nov.40259,1.78999996
vbl_ssh_allreg_nov.40260,1.79999995
vbl_ssh_allreg_nov.40261,1.80999994
vbl_ssh_allreg_nov.40262,1.82000005
vbl_ssh_allreg_nov.40263,1.83000004
vbl_ssh_allreg_nov.40264,1.85000002
vbl_ssh_allreg_nov.40265,1.86000001
vbl_ssh_allreg_nov.40266,1.87
vbl_ssh_allreg_nov.40267,1.87
vbl_ssh_allreg_nov.40268,1.88
vbl_ssh_allreg_nov.40269,1.88999999
vbl_ssh_allreg_nov.40270,1.89999998
vbl_ssh_allreg_nov.40271,1.90999997
vbl_ssh_allreg_nov.40272,1.91999996
vbl_ssh_allreg_nov.40273,1.92999995
vbl_ssh_allreg_nov.40274,1.92999995
vbl_ssh_allreg_nov.40275,1.94000006
vbl_ssh_allreg_nov.40276,1.95000005
vbl_ssh_allreg_nov.40277,1.96000004
vbl_ssh_allreg_nov.40278,1.97000003
vbl_ssh_allreg_nov.40279,1.98000002
vbl_ssh_allreg_nov.40280,1.98000002
vbl_ssh_allreg_nov.40281,0.72000003
vbl_ssh_allreg_nov.40282,0.81999999
vbl_ssh_allreg_nov.40283,0.89999998
vbl_ssh_allreg_nov.40284,0.95999998
vbl_ssh_allreg_nov.40285,1
vbl_ssh_allreg_nov.40286,1.03999996
vbl_ssh_allreg_nov.40287,1.09000003
vbl_ssh_allreg_nov.40288,1.13
vbl_ssh_allreg_nov.40289,1.17999995
vbl_ssh_allreg_nov.40290,1.22000003
vbl_ssh_allreg_nov.40291,1.25
vbl_ssh_allreg_nov.40292,1.28999996
vbl_ssh_allreg_nov.40293,1.33000004
vbl_ssh_allreg_nov.40294,1.36000001
vbl_ssh_allreg_nov.40295,1.38999999
vbl_ssh_allreg_nov.40296,1.41999996
vbl_ssh_allreg_nov.40297,1.45000005
vbl_ssh_allreg_nov.40298,1.47000003
vbl_ssh_allreg_nov.40299,1.5
vbl_ssh_allreg_nov.40300,1.51999998
vbl_ssh_allreg_nov.40301,1.53999996
vbl_ssh_allreg_nov.40302,1.55999994
vbl_ssh_allreg_nov.40303,1.58000004
vbl_ssh_allreg_nov.40304,1.60000002
vbl_ssh_allreg_nov.40305,1.61000001
vbl_ssh_allreg_nov.40306,1.63
vbl_ssh_allreg_nov.40307,1.63999999
vbl_ssh_allreg_nov.40308,1.64999998
vbl_ssh_allreg_nov.40309,1.66999996
vbl_ssh_allreg_nov.40310,1.67999995
vbl_ssh_allreg_nov.40311,1.69000006
vbl_ssh_allreg_nov.40312,1.70000005
vbl_ssh_allreg_nov.40313,1.71000004
vbl_ssh_allreg_nov.40314,1.72000003
vbl_ssh_allreg_nov.40315,1.74000001
vbl_ssh_allreg_nov.40316,1.75
vbl_ssh_allreg_nov.40317,1.75999999
vbl_ssh_allreg_nov.40318,1.76999998
vbl_ssh_allreg_nov.40319,1.77999997
vbl_ssh_allreg_nov.40320,1.78999996
vbl_ssh_allreg_nov.40321,1.79999995
vbl_ssh_allreg_nov.40322,1.79999995
vbl_ssh_allreg_nov.40323,1.80999994
vbl_ssh_allreg_nov.40324,1.83000004
vbl_ssh_allreg_nov.40325,1.84000003
vbl_ssh_allreg_nov.40326,1.85000002
vbl_ssh_allreg_nov.40327,1.85000002
vbl_ssh_allreg_nov.40328,1.86000001
vbl_ssh_allreg_nov.40329,1.87
vbl_ssh_allreg_nov.40330,1.88
vbl_ssh_allreg_nov.40331,1.88999999
vbl_ssh_allreg_nov.40332,1.89999998
vbl_ssh_allreg_nov.40333,1.90999997
vbl_ssh_allreg_nov.40334,1.91999996
vbl_ssh_allreg_nov.40335,1.91999996
vbl_ssh_allreg_nov.40336,1.92999995
vbl_ssh_allreg_nov.40337,1.94000006
vbl_ssh_allreg_nov.40338,1.95000005
vbl_ssh_allreg_nov.40339,1.96000004
vbl_ssh_allreg_nov.40340,1.97000003
vbl_ssh_allreg_nov.40341,0.67000002
vbl_ssh_allreg_nov.40342,0.79000002
vbl_ssh_allreg_nov.40343,0.86000001
vbl_ssh_allreg_nov.40344,0.91000003
vbl_ssh_allreg_nov.40345,0.94999999
vbl_ssh_allreg_nov.40346,0.99000001
vbl_ssh_allreg_nov.40347,1.03999996
vbl_ssh_allreg_nov.40348,1.08000004
vbl_ssh_allreg_nov.40349,1.13
vbl_ssh_allreg_nov.40350,1.16999996
vbl_ssh_allreg_nov.40351,1.21000004
vbl_ssh_allreg_nov.40352,1.25
vbl_ssh_allreg_nov.40353,1.28999996
vbl_ssh_allreg_nov.40354,1.32000005
vbl_ssh_allreg_nov.40355,1.36000001
vbl_ssh_allreg_nov.40356,1.38999999
vbl_ssh_allreg_nov.40357,1.41999996
vbl_ssh_allreg_nov.40358,1.44000006
vbl_ssh_allreg_nov.40359,1.47000003
vbl_ssh_allreg_nov.40360,1.49000001
vbl_ssh_allreg_nov.40361,1.50999999
vbl_ssh_allreg_nov.40362,1.52999997
vbl_ssh_allreg_nov.40363,1.54999995
vbl_ssh_allreg_nov.40364,1.57000005
vbl_ssh_allreg_nov.40365,1.59000003
vbl_ssh_allreg_nov.40366,1.60000002
vbl_ssh_allreg_nov.40367,1.62
vbl_ssh_allreg_nov.40368,1.63
vbl_ssh_allreg_nov.40369,1.63999999
vbl_ssh_allreg_nov.40370,1.65999997
vbl_ssh_allreg_nov.40371,1.66999996
vbl_ssh_allreg_nov.40372,1.67999995
vbl_ssh_allreg_nov.40373,1.69000006
vbl_ssh_allreg_nov.40374,1.70000005
vbl_ssh_allreg_nov.40375,1.72000003
vbl_ssh_allreg_nov.40376,1.73000002
vbl_ssh_allreg_nov.40377,1.74000001
vbl_ssh_allreg_nov.40378,1.75
vbl_ssh_allreg_nov.40379,1.75999999
vbl_ssh_allreg_nov.40380,1.76999998
vbl_ssh_allreg_nov.40381,1.77999997
vbl_ssh_allreg_nov.40382,1.78999996
vbl_ssh_allreg_nov.40383,1.79999995
vbl_ssh_allreg_nov.40384,1.80999994
vbl_ssh_allreg_nov.40385,1.82000005
vbl_ssh_allreg_nov.40386,1.83000004
vbl_ssh_allreg_nov.40387,1.83000004
vbl_ssh_allreg_nov.40388,1.84000003
vbl_ssh_allreg_nov.40389,1.85000002
vbl_ssh_allreg_nov.40390,1.86000001
vbl_ssh_allreg_nov.40391,1.87
vbl_ssh_allreg_nov.40392,1.88
vbl_ssh_allreg_nov.40393,1.88999999
vbl_ssh_allreg_nov.40394,1.89999998
vbl_ssh_allreg_nov.40395,1.89999998
vbl_ssh_allreg_nov.40396,1.90999997
vbl_ssh_allreg_nov.40397,1.91999996
vbl_ssh_allreg_nov.40398,1.92999995
vbl_ssh_allreg_nov.40399,1.94000006
vbl_ssh_allreg_nov.40400,1.95000005
vbl_ssh_allreg_nov.40401,0.63999999
vbl_ssh_allreg_nov.40402,0.73000002
vbl_ssh_allreg_nov.40403,0.80000001
vbl_ssh_allreg_nov.40404,0.85000002
vbl_ssh_allreg_nov.40405,0.88999999
vbl_ssh_allreg_nov.40406,0.93000001
vbl_ssh_allreg_nov.40407,0.98000002
vbl_ssh_allreg_nov.40408,1.01999998
vbl_ssh_allreg_nov.40409,1.07000005
vbl_ssh_allreg_nov.40410,1.11000001
vbl_ssh_allreg_nov.40411,1.15999997
vbl_ssh_allreg_nov.40412,1.20000005
vbl_ssh_allreg_nov.40413,1.24000001
vbl_ssh_allreg_nov.40414,1.27999997
vbl_ssh_allreg_nov.40415,1.32000005
vbl_ssh_allreg_nov.40416,1.35000002
vbl_ssh_allreg_nov.40417,1.38
vbl_ssh_allreg_nov.40418,1.40999997
vbl_ssh_allreg_nov.40419,1.42999995
vbl_ssh_allreg_nov.40420,1.46000004
vbl_ssh_allreg_nov.40421,1.48000002
vbl_ssh_allreg_nov.40422,1.5
vbl_ssh_allreg_nov.40423,1.51999998
vbl_ssh_allreg_nov.40424,1.53999996
vbl_ssh_allreg_nov.40425,1.55999994
vbl_ssh_allreg_nov.40426,1.57000005
vbl_ssh_allreg_nov.40427,1.59000003
vbl_ssh_allreg_nov.40428,1.60000002
vbl_ssh_allreg_nov.40429,1.61000001
vbl_ssh_allreg_nov.40430,1.63
vbl_ssh_allreg_nov.40431,1.63999999
vbl_ssh_allreg_nov.40432,1.65999997
vbl_ssh_allreg_nov.40433,1.66999996
vbl_ssh_allreg_nov.40434,1.67999995
vbl_ssh_allreg_nov.40435,1.69000006
vbl_ssh_allreg_nov.40436,1.70000005
vbl_ssh_allreg_nov.40437,1.72000003
vbl_ssh_allreg_nov.40438,1.72000003
vbl_ssh_allreg_nov.40439,1.73000002
vbl_ssh_allreg_nov.40440,1.74000001
vbl_ssh_allreg_nov.40441,1.75
vbl_ssh_allreg_nov.40442,1.75999999
vbl_ssh_allreg_nov.40443,1.76999998
vbl_ssh_allreg_nov.40444,1.77999997
vbl_ssh_allreg_nov.40445,1.78999996
vbl_ssh_allreg_nov.40446,1.79999995
vbl_ssh_allreg_nov.40447,1.80999994
vbl_ssh_allreg_nov.40448,1.82000005
vbl_ssh_allreg_nov.40449,1.83000004
vbl_ssh_allreg_nov.40450,1.84000003
vbl_ssh_allreg_nov.40451,1.85000002
vbl_ssh_allreg_nov.40452,1.86000001
vbl_ssh_allreg_nov.40453,1.86000001
vbl_ssh_allreg_nov.40454,1.87
vbl_ssh_allreg_nov.40455,1.88
vbl_ssh_allreg_nov.40456,1.88999999
vbl_ssh_allreg_nov.40457,1.89999998
vbl_ssh_allreg_nov.40458,1.90999997
vbl_ssh_allreg_nov.40459,1.91999996
vbl_ssh_allreg_nov.40460,1.92999995
vbl_ssh_allreg_nov.40461,0.60000002
vbl_ssh_allreg_nov.40462,0.68000001
vbl_ssh_allreg_nov.40463,0.74000001
vbl_ssh_allreg_nov.40464,0.81
vbl_ssh_allreg_nov.40465,0.85000002
vbl_ssh_allreg_nov.40466,0.87
vbl_ssh_allreg_nov.40467,0.94
vbl_ssh_allreg_nov.40468,0.99000001
vbl_ssh_allreg_nov.40469,1.03999996
vbl_ssh_allreg_nov.40470,1.08000004
vbl_ssh_allreg_nov.40471,1.13
vbl_ssh_allreg_nov.40472,1.16999996
vbl_ssh_allreg_nov.40473,1.22000003
vbl_ssh_allreg_nov.40474,1.25999999
vbl_ssh_allreg_nov.40475,1.29999995
vbl_ssh_allreg_nov.40476,1.33000004
vbl_ssh_allreg_nov.40477,1.36000001
vbl_ssh_allreg_nov.40478,1.38999999
vbl_ssh_allreg_nov.40479,1.40999997
vbl_ssh_allreg_nov.40480,1.44000006
vbl_ssh_allreg_nov.40481,1.46000004
vbl_ssh_allreg_nov.40482,1.48000002
vbl_ssh_allreg_nov.40483,1.5
vbl_ssh_allreg_nov.40484,1.51999998
vbl_ssh_allreg_nov.40485,1.53999996
vbl_ssh_allreg_nov.40486,1.54999995
vbl_ssh_allreg_nov.40487,1.57000005
vbl_ssh_allreg_nov.40488,1.58000004
vbl_ssh_allreg_nov.40489,1.60000002
vbl_ssh_allreg_nov.40490,1.61000001
vbl_ssh_allreg_nov.40491,1.63
vbl_ssh_allreg_nov.40492,1.63999999
vbl_ssh_allreg_nov.40493,1.64999998
vbl_ssh_allreg_nov.40494,1.66999996
vbl_ssh_allreg_nov.40495,1.67999995
vbl_ssh_allreg_nov.40496,1.69000006
vbl_ssh_allreg_nov.40497,1.70000005
vbl_ssh_allreg_nov.40498,1.71000004
vbl_ssh_allreg_nov.40499,1.72000003
vbl_ssh_allreg_nov.40500,1.73000002
vbl_ssh_allreg_nov.40501,1.74000001
vbl_ssh_allreg_nov.40502,1.75
vbl_ssh_allreg_nov.40503,1.75999999
vbl_ssh_allreg_nov.40504,1.76999998
vbl_ssh_allreg_nov.40505,1.77999997
vbl_ssh_allreg_nov.40506,1.78999996
vbl_ssh_allreg_nov.40507,1.79999995
vbl_ssh_allreg_nov.40508,1.79999995
vbl_ssh_allreg_nov.40509,1.80999994
vbl_ssh_allreg_nov.40510,1.82000005
vbl_ssh_allreg_nov.40511,1.83000004
vbl_ssh_allreg_nov.40512,1.84000003
vbl_ssh_allreg_nov.40513,1.85000002
vbl_ssh_allreg_nov.40514,1.86000001
vbl_ssh_allreg_nov.40515,1.87
vbl_ssh_allreg_nov.40516,1.87
vbl_ssh_allreg_nov.40517,1.88
vbl_ssh_allreg_nov.40518,1.89999998
vbl_ssh_allreg_nov.40519,1.89999998
vbl_ssh_allreg_nov.40520,0.86000001
vbl_ssh_allreg_nov.40521,0.97000003
vbl_ssh_allreg_nov.40522,1.03999996
vbl_ssh_allreg_nov.40523,1.09000003
vbl_ssh_allreg_nov.40524,1.13
vbl_ssh_allreg_nov.40525,1.17999995
vbl_ssh_allreg_nov.40526,1.22000003
vbl_ssh_allreg_nov.40527,1.25999999
vbl_ssh_allreg_nov.40528,1.29999995
vbl_ssh_allreg_nov.40529,1.33000004
vbl_ssh_allreg_nov.40530,1.36000001
vbl_ssh_allreg_nov.40531,1.38999999
vbl_ssh_allreg_nov.40532,1.40999997
vbl_ssh_allreg_nov.40533,1.42999995
vbl_ssh_allreg_nov.40534,1.45000005
vbl_ssh_allreg_nov.40535,1.47000003
vbl_ssh_allreg_nov.40536,1.49000001
vbl_ssh_allreg_nov.40537,1.50999999
vbl_ssh_allreg_nov.40538,1.52999997
vbl_ssh_allreg_nov.40539,1.53999996
vbl_ssh_allreg_nov.40540,1.55999994
vbl_ssh_allreg_nov.40541,1.58000004
vbl_ssh_allreg_nov.40542,1.59000003
vbl_ssh_allreg_nov.40543,1.61000001
vbl_ssh_allreg_nov.40544,1.62
vbl_ssh_allreg_nov.40545,1.63999999
vbl_ssh_allreg_nov.40546,1.64999998
vbl_ssh_allreg_nov.40547,1.65999997
vbl_ssh_allreg_nov.40548,1.66999996
vbl_ssh_allreg_nov.40549,1.67999995
vbl_ssh_allreg_nov.40550,1.69000006
vbl_ssh_allreg_nov.40551,1.70000005
vbl_ssh_allreg_nov.40552,1.71000004
vbl_ssh_allreg_nov.40553,1.72000003
vbl_ssh_allreg_nov.40554,1.73000002
vbl_ssh_allreg_nov.40555,1.74000001
vbl_ssh_allreg_nov.40556,1.75
vbl_ssh_allreg_nov.40557,1.75999999
vbl_ssh_allreg_nov.40558,1.76999998
vbl_ssh_allreg_nov.40559,1.77999997
vbl_ssh_allreg_nov.40560,1.78999996
vbl_ssh_allreg_nov.40561,1.78999996
vbl_ssh_allreg_nov.40562,1.79999995
vbl_ssh_allreg_nov.40563,1.80999994
vbl_ssh_allreg_nov.40564,1.82000005
vbl_ssh_allreg_nov.40565,1.83000004
vbl_ssh_allreg_nov.40566,1.84000003
vbl_ssh_allreg_nov.40567,1.85000002
vbl_ssh_allreg_nov.40568,1.86000001
vbl_ssh_allreg_nov.40569,1.87
vbl_ssh_allreg_nov.40570,1.88
vbl_ssh_allreg_nov.40571,1.02999997
vbl_ssh_allreg_nov.40572,1.11000001
vbl_ssh_allreg_nov.40573,1.15999997
vbl_ssh_allreg_nov.40574,1.20000005
vbl_ssh_allreg_nov.40575,1.24000001
vbl_ssh_allreg_nov.40576,1.27999997
vbl_ssh_allreg_nov.40577,1.32000005
vbl_ssh_allreg_nov.40578,1.35000002
vbl_ssh_allreg_nov.40579,1.37
vbl_ssh_allreg_nov.40580,1.39999998
vbl_ssh_allreg_nov.40581,1.41999996
vbl_ssh_allreg_nov.40582,1.44000006
vbl_ssh_allreg_nov.40583,1.46000004
vbl_ssh_allreg_nov.40584,1.48000002
vbl_ssh_allreg_nov.40585,1.5
vbl_ssh_allreg_nov.40586,1.51999998
vbl_ssh_allreg_nov.40587,1.53999996
vbl_ssh_allreg_nov.40588,1.54999995
vbl_ssh_allreg_nov.40589,1.57000005
vbl_ssh_allreg_nov.40590,1.59000003
vbl_ssh_allreg_nov.40591,1.60000002
vbl_ssh_allreg_nov.40592,1.62
vbl_ssh_allreg_nov.40593,1.63
vbl_ssh_allreg_nov.40594,1.63999999
vbl_ssh_allreg_nov.40595,1.64999998
vbl_ssh_allreg_nov.40596,1.65999997
vbl_ssh_allreg_nov.40597,1.66999996
vbl_ssh_allreg_nov.40598,1.67999995
vbl_ssh_allreg_nov.40599,1.69000006
vbl_ssh_allreg_nov.40600,1.70000005
vbl_ssh_allreg_nov.40601,1.71000004
vbl_ssh_allreg_nov.40602,1.72000003
vbl_ssh_allreg_nov.40603,1.73000002
vbl_ssh_allreg_nov.40604,1.74000001
vbl_ssh_allreg_nov.40605,1.75
vbl_ssh_allreg_nov.40606,1.75999999
vbl_ssh_allreg_nov.40607,1.76999998
vbl_ssh_allreg_nov.40608,1.76999998
vbl_ssh_allreg_nov.40609,1.77999997
vbl_ssh_allreg_nov.40610,1.78999996
vbl_ssh_allreg_nov.40611,1.79999995
vbl_ssh_allreg_nov.40612,1.80999994
vbl_ssh_allreg_nov.40613,1.80999994
vbl_ssh_allreg_nov.40614,1.82000005
vbl_ssh_allreg_nov.40615,1.83000004
vbl_ssh_allreg_nov.40616,1.85000002
vbl_ssh_allreg_nov.40617,0.98000002
vbl_ssh_allreg_nov.40618,1.07000005
vbl_ssh_allreg_nov.40619,1.13999999
vbl_ssh_allreg_nov.40620,1.21000004
vbl_ssh_allreg_nov.40621,1.25999999
vbl_ssh_allreg_nov.40622,1.29999995
vbl_ssh_allreg_nov.40623,1.33000004
vbl_ssh_allreg_nov.40624,1.36000001
vbl_ssh_allreg_nov.40625,1.38999999
vbl_ssh_allreg_nov.40626,1.40999997
vbl_ssh_allreg_nov.40627,1.42999995
vbl_ssh_allreg_nov.40628,1.45000005
vbl_ssh_allreg_nov.40629,1.47000003
vbl_ssh_allreg_nov.40630,1.49000001
vbl_ssh_allreg_nov.40631,1.50999999
vbl_ssh_allreg_nov.40632,1.52999997
vbl_ssh_allreg_nov.40633,1.54999995
vbl_ssh_allreg_nov.40634,1.57000005
vbl_ssh_allreg_nov.40635,1.58000004
vbl_ssh_allreg_nov.40636,1.60000002
vbl_ssh_allreg_nov.40637,1.61000001
vbl_ssh_allreg_nov.40638,1.62
vbl_ssh_allreg_nov.40639,1.63
vbl_ssh_allreg_nov.40640,1.63999999
vbl_ssh_allreg_nov.40641,1.64999998
vbl_ssh_allreg_nov.40642,1.65999997
vbl_ssh_allreg_nov.40643,1.66999996
vbl_ssh_allreg_nov.40644,1.67999995
vbl_ssh_allreg_nov.40645,1.69000006
vbl_ssh_allreg_nov.40646,1.70000005
vbl_ssh_allreg_nov.40647,1.71000004
vbl_ssh_allreg_nov.40648,1.72000003
vbl_ssh_allreg_nov.40649,1.73000002
vbl_ssh_allreg_nov.40650,1.74000001
vbl_ssh_allreg_nov.40651,1.74000001
vbl_ssh_allreg_nov.40652,1.75
vbl_ssh_allreg_nov.40653,1.75999999
vbl_ssh_allreg_nov.40654,1.75999999
vbl_ssh_allreg_nov.40655,1.76999998
vbl_ssh_allreg_nov.40656,1.77999997
vbl_ssh_allreg_nov.40657,1.78999996
vbl_ssh_allreg_nov.40658,1.78999996
vbl_ssh_allreg_nov.40659,1.79999995
vbl_ssh_allreg_nov.40660,0.94
vbl_ssh_allreg_nov.40661,1.08000004
vbl_ssh_allreg_nov.40662,1.15999997
vbl_ssh_allreg_nov.40663,1.24000001
vbl_ssh_allreg_nov.40664,1.27999997
vbl_ssh_allreg_nov.40665,1.30999994
vbl_ssh_allreg_nov.40666,1.35000002
vbl_ssh_allreg_nov.40667,1.37
vbl_ssh_allreg_nov.40668,1.39999998
vbl_ssh_allreg_nov.40669,1.41999996
vbl_ssh_allreg_nov.40670,1.44000006
vbl_ssh_allreg_nov.40671,1.46000004
vbl_ssh_allreg_nov.40672,1.49000001
vbl_ssh_allreg_nov.40673,1.50999999
vbl_ssh_allreg_nov.40674,1.52999997
vbl_ssh_allreg_nov.40675,1.54999995
vbl_ssh_allreg_nov.40676,1.55999994
vbl_ssh_allreg_nov.40677,1.57000005
vbl_ssh_allreg_nov.40678,1.59000003
vbl_ssh_allreg_nov.40679,1.60000002
vbl_ssh_allreg_nov.40680,1.61000001
vbl_ssh_allreg_nov.40681,1.62
vbl_ssh_allreg_nov.40682,1.63
vbl_ssh_allreg_nov.40683,1.63999999
vbl_ssh_allreg_nov.40684,1.64999998
vbl_ssh_allreg_nov.40685,1.65999997
vbl_ssh_allreg_nov.40686,1.66999996
vbl_ssh_allreg_nov.40687,1.67999995
vbl_ssh_allreg_nov.40688,1.69000006
vbl_ssh_allreg_nov.40689,1.69000006
vbl_ssh_allreg_nov.40690,1.70000005
vbl_ssh_allreg_nov.40691,1.71000004
vbl_ssh_allreg_nov.40692,1.72000003
vbl_ssh_allreg_nov.40693,1.72000003
vbl_ssh_allreg_nov.40694,1.73000002
vbl_ssh_allreg_nov.40695,1.74000001
vbl_ssh_allreg_nov.40696,1.74000001
vbl_ssh_allreg_nov.40697,1.74000001
vbl_ssh_allreg_nov.40698,1.75
vbl_ssh_allreg_nov.40699,1.75
vbl_ssh_allreg_nov.40700,1.10000002
vbl_ssh_allreg_nov.40701,1.16999996
vbl_ssh_allreg_nov.40702,1.24000001
vbl_ssh_allreg_nov.40703,1.27999997
vbl_ssh_allreg_nov.40704,1.32000005
vbl_ssh_allreg_nov.40705,1.35000002
vbl_ssh_allreg_nov.40706,1.38
vbl_ssh_allreg_nov.40707,1.40999997
vbl_ssh_allreg_nov.40708,1.44000006
vbl_ssh_allreg_nov.40709,1.47000003
vbl_ssh_allreg_nov.40710,1.49000001
vbl_ssh_allreg_nov.40711,1.5
vbl_ssh_allreg_nov.40712,1.51999998
vbl_ssh_allreg_nov.40713,1.53999996
